5571.14,720.02,2220.18,380.01,250.0,360.0,170.0,600.01,430.01,460.01,550.01,190.0,460.01,260.0,450.01,360.0,850.03,930.03,480.01,650.02,900.03,810.02,500.01,540.01,960.03,1000.04,570.01,9543.36,870.03,690.02,830.03,1540.09,1200.05,1460.08,1680.1,900.03,1210.05,970.03,1350.07,1140.05,1180.05,1200.05,1380.07,1610.1,940.03,880.03,1080.04,1620.1,1300.06,1380.07,1450.08,990.04,1720.11,1890.13,1450.08,1620.1,1360.07,1660.1,1560.09,1490.08,1930.14,1430.08,1750.11,1250.06,1380.07,900.03,1110.05,1560.09,1110.05,950.03,1100.04,1080.04,770.02,790.02,670.02,720.02,1120.05,660.02,690.02,1060.04,630.01,490.01,540.01,550.01,560.01,580.01,750.02,460.01,740.02,600.01,780.02,530.01,860.03,710.02,510.01,750.02,490.01,550.01,370.01,470.01,630.01,710.02,800.02,420.01,680.02,290.0,660.02,830.03,100.0
580.01,320.0,230.0,180.0,240.0,170.0,380.01,380.01,450.01,330.0,180.0,400.01,590.01,590.01,520.01,760.02,1120.05,790.02,980.04,640.02,670.02,440.01,990.04,730.02,570.01,590.01,620.01,610.01,460.01,660.02,630.01,580.01,960.03,720.02,560.01,900.03,780.02,600.01,860.03,510.01,1150.05,590.01,500.01,790.02,400.01,300.0,440.01,490.01,500.01,390.01,350.0,780.02,410.01,700.02,340.0,550.01,510.01,430.01,880.03,720.02,800.02,600.01,440.01,510.01,420.01,530.01,670.02,390.01,710.02,390.01,1010.04,540.01,490.01,470.01,570.01,630.01,320.0,200.0,200.0,360.0,350.0,240.0,360.0,290.0,320.0,280.0,170.0,310.0,150.0,260.0,320.0,140.0,240.0,110.0,190.0,180.0,270.0,190.0,190.0,260.0,220.0,230.0,490.01,280.0,220.0,350.0,210.0,480.01,110.0
320.0,110.0,300.0,200.0,130.0,360.0,240.0,140.0,310.0,270.0,130.0,250.0,300.0,190.0,290.0,320.0,300.0,300.0,290.0,330.0,250.0,400.01,230.0,380.01,390.01,330.0,210.0,280.0,210.0,280.0,280.0,290.0,280.0,170.0,220.0,260.0,160.0,340.0,310.0,410.01,910.03,1530.09,2260.19,2400.21,2500.23,2810.29,2640.26,2900.31,3210.38,2320.2,1820.12,3100.35,1890.13,2360.21,1520.09,2230.18,1280.06,530.01,390.01,250.0,180.0,190.0,330.0,420.01,400.01,210.0,270.0,330.0,220.0,420.01,450.01,230.0,230.0,250.0,310.0,230.0,320.0,160.0,320.0,200.0,250.0,350.0,210.0,280.0,260.0,220.0,300.0,190.0,270.0,140.0,210.0,160.0,250.0,220.0,90.0,480.01,230.0,110.0,260.0,180.0,170.0,180.0,200.0,100.0,110.0,120.0,270.0,160.0,120.0
180.0,160.0,120.0,170.0,70.0,160.0,220.0,130.0,150.0,170.0,130.0,190.0,110.0,160.0,210.0,180.0,250.0,240.0,160.0,160.0,290.0,220.0,290.0,160.0,240.0,280.0,210.0,280.0,430.01,130.0,250.0,420.01,220.0,200.0,150.0,610.01,2160.17,1880.13,2950.32,2570.24,1710.11,1850.13,1520.09,1610.1,1230.06,1640.1,10033.71,11074.52,6281.45,1250.06,1370.07,1240.06,1490.08,1360.07,1690.11,1770.12,2520.23,2090.16,3420.43,2210.18,2050.15,1060.04,270.0,350.0,250.0,190.0,260.0,240.0,320.0,450.01,440.01,290.0,120.0,280.0,270.0,1520.09,380.01,230.0,290.0,190.0,200.0,270.0,340.0,120.0,120.0,300.0,580.01,160.0,210.0,180.0,200.0,170.0,190.0,530.01,120.0,140.0,230.0,260.0,170.0,140.0,190.0,150.0,170.0,150.0,420.01,190.0,130.0,130.0,50.0
90.0,60.0,130.0,150.0,80.0,220.0,210.0,130.0,130.0,120.0,50.0,200.0,200.0,90.0,200.0,130.0,230.0,210.0,240.0,180.0,210.0,180.0,280.0,120.0,210.0,250.0,300.0,220.0,340.0,220.0,190.0,500.01,1390.07,2160.17,2360.21,2370.21,2340.2,4200.65,26646.14,29000.96,16199.67,14958.24,29241.48,55633.83,57551.81,87038.3,74644.77,86514.96,69236.21,46328.96,89453.93,53414.94,66130.78,81212.34,56607.85,81886.37,27808.47,10764.27,1410.07,1310.06,1770.12,2440.22,2530.24,2040.15,1880.13,620.01,340.0,310.0,240.0,350.0,400.01,290.0,290.0,350.0,340.0,6251.44,460.01,190.0,140.0,250.0,230.0,310.0,220.0,220.0,270.0,280.0,180.0,160.0,150.0,150.0,210.0,200.0,300.0,230.0,130.0,270.0,180.0,140.0,290.0,290.0,430.01,200.0,260.0,160.0,200.0,190.0,150.0,110.0,50.0
210.0,100.0,180.0,190.0,170.0,170.0,140.0,190.0,190.0,160.0,130.0,180.0,120.0,220.0,240.0,220.0,190.0,890.03,320.0,340.0,310.0,250.0,190.0,300.0,240.0,240.0,400.01,520.01,370.01,1300.06,3170.37,3120.36,2180.18,1440.08,3860.55,11484.86,83063.49,102173.29,72533.37,93319.84,34213.08,65427.38,34082.76,18532.65,11975.28,16409.92,4100.62,4410.72,7251.94,5120.97,7281.95,6441.53,6311.47,18492.59,13116.34,60595.02,32849.72,76806.8,39427.21,36930.19,31917.5,3670.5,1940.14,1000.04,1840.12,2870.3,1950.14,1030.04,380.01,450.01,500.01,300.0,210.0,290.0,170.0,550.01,310.0,280.0,380.01,410.01,150.0,210.0,210.0,260.0,300.0,160.0,240.0,200.0,240.0,240.0,340.0,170.0,270.0,230.0,280.0,260.0,220.0,220.0,170.0,200.0,200.0,270.0,230.0,100.0,150.0,230.0,130.0,140.0,60.0
240.0,110.0,210.0,330.0,190.0,180.0,210.0,190.0,260.0,420.01,280.0,140.0,300.0,240.0,440.01,440.01,4660.8,630.01,150.0,400.01,490.01,320.0,350.0,420.01,340.0,280.0,750.02,2350.2,3000.33,1860.13,9683.45,47733.82,42717.14,46900.93,54398.84,22288.29,9033.01,21056.33,9053.02,3940.57,7792.24,4600.78,5451.09,7051.83,1510.08,4390.71,2230.18,5150.98,4590.78,4030.6,4100.62,6411.51,3790.53,4460.73,2570.24,8352.57,6931.77,34834.66,59208.92,48707.27,97176.78,47884.35,6471.54,8012.37,1540.09,1460.08,2950.32,3360.42,2410.21,530.01,580.01,250.0,240.0,280.0,280.0,250.0,330.0,200.0,190.0,260.0,280.0,270.0,240.0,350.0,200.0,320.0,250.0,420.01,250.0,200.0,260.0,290.0,240.0,260.0,180.0,150.0,270.0,260.0,230.0,200.0,300.0,300.0,170.0,260.0,230.0,130.0,380.01,130.0,100.0
110.0,110.0,200.0,200.0,240.0,280.0,150.0,360.0,350.0,210.0,210.0,230.0,280.0,270.0,290.0,3940.57,2380.21,870.03,260.0,220.0,380.01,510.01,360.0,380.01,510.01,2510.23,2560.24,1750.11,1370.07,36248.36,74443.68,54167.92,30263.72,25073.15,11524.89,9343.22,7712.19,1550.09,2300.19,1700.11,2800.29,3880.55,4630.79,2960.32,2320.2,4070.61,1420.07,3210.38,1060.04,2880.31,2400.21,2960.32,1960.14,3380.42,2110.16,3410.43,3060.35,1580.09,12876.11,6971.79,21136.45,26896.64,56878.98,42185.48,39828.38,13516.73,2770.28,1470.08,1620.1,2250.19,2580.25,740.02,230.0,490.01,200.0,490.01,270.0,300.0,310.0,300.0,400.01,330.0,290.0,590.01,250.0,300.0,360.0,320.0,190.0,290.0,250.0,260.0,330.0,240.0,190.0,210.0,280.0,270.0,280.0,220.0,400.01,300.0,180.0,430.01,300.0,180.0,170.0,130.0,150.0
190.0,140.0,210.0,170.0,260.0,220.0,220.0,400.01,220.0,180.0,310.0,220.0,160.0,170.0,910.03,5361.06,2140.17,600.01,320.0,590.01,470.01,510.01,570.01,2350.2,3420.43,2180.18,10263.88,50584.13,66160.93,57833.0,27257.35,10674.2,9773.52,4630.79,3120.36,4730.82,3910.56,2830.3,1880.13,2590.25,2530.24,2000.15,2930.32,1200.05,2260.19,1330.07,2090.16,2090.16,2350.2,2730.27,2850.3,3280.4,2460.22,910.03,3850.55,2090.16,2700.27,2840.3,1310.06,1030.04,4670.8,11514.89,5421.08,20946.16,20635.68,77711.93,68190.94,7482.06,1200.05,1380.07,2440.22,3120.36,1300.06,690.02,330.0,380.01,370.01,330.0,310.0,280.0,530.01,420.01,270.0,260.0,420.01,200.0,300.0,240.0,230.0,310.0,160.0,230.0,150.0,250.0,310.0,950.03,320.0,310.0,240.0,190.0,310.0,190.0,210.0,150.0,90.0,120.0,230.0,140.0,60.0
260.0,410.01,130.0,170.0,280.0,230.0,360.0,290.0,270.0,210.0,500.01,370.01,290.0,4670.8,8962.96,1190.05,570.01,560.01,390.01,450.01,320.0,2590.25,3910.56,2090.16,8692.78,41593.66,108411.41,29181.35,10444.02,8442.63,3710.51,1720.11,1920.14,2180.18,2860.3,3210.38,3000.33,2970.32,1910.13,1670.1,1140.05,940.03,2000.15,440.01,1290.06,1210.05,2290.19,2780.28,2110.16,1510.08,2490.23,690.02,1220.05,2010.15,2290.19,2510.23,1810.12,2710.27,2560.24,4290.68,1450.08,3800.53,5251.02,4590.78,10353.95,21747.42,68964.84,44854.02,4830.86,1390.07,1010.04,1830.12,2940.32,1340.07,300.0,350.0,200.0,720.02,250.0,300.0,310.0,190.0,250.0,280.0,290.0,260.0,250.0,320.0,340.0,350.0,200.0,260.0,240.0,240.0,270.0,180.0,380.01,180.0,220.0,230.0,300.0,230.0,290.0,90.0,120.0,220.0,270.0,210.0,60.0
