x,y,S34,Ca43,Fe56,Zn66,W182
0.18000000000000005,0.045,24882.34,225.00,260.00,250.00,0.00
0.19500000000000006,0.045,24872.32,275.00,310.00,300.00,0.00
0.21000000000000008,0.045,24491.65,375.01,320.00,190.00,0.00
0.2250000000000001,0.045,24812.21,212.50,400.01,290.00,0.00
0.2400000000000001,0.045,24782.16,312.50,450.01,320.00,20.00
0.2550000000000001,0.045,24591.82,125.00,290.00,300.00,0.00
0.27000000000000013,0.045,24782.16,312.50,320.00,300.00,0.00
0.28500000000000014,0.045,25212.94,237.50,440.01,290.00,0.00
0.30000000000000016,0.045,24712.04,300.00,290.00,330.00,0.00
0.31500000000000017,0.045,25152.83,225.00,210.00,250.00,0.00
0.3300000000000002,0.045,24331.36,350.00,380.01,400.01,0.00
0.3450000000000002,0.045,24952.47,662.52,320.00,230.00,0.00
0.3600000000000002,0.045,25383.25,337.50,350.00,380.01,0.00
0.3750000000000002,0.045,24671.96,387.51,210.00,390.01,0.00
0.39000000000000024,0.045,24040.85,200.00,390.01,330.00,0.00
0.40500000000000025,0.045,24681.98,562.51,350.00,210.00,0.00
0.42000000000000026,0.045,23590.08,225.00,200.00,280.00,0.00
0.4350000000000003,0.045,24641.91,525.01,230.00,210.00,0.00
0.4500000000000003,0.045,24281.27,312.50,150.00,280.00,0.00
0.4650000000000003,0.045,24641.91,325.00,230.00,280.00,0.00
0.4800000000000003,0.045,25162.85,400.01,300.00,290.00,0.00
0.49500000000000033,0.045,24491.65,287.50,240.00,280.00,0.00
0.5100000000000003,0.045,25022.59,287.50,200.00,170.00,0.00
0.5250000000000004,0.045,24361.42,637.51,280.00,220.00,0.00
0.5400000000000004,0.045,24431.54,312.50,290.00,260.00,0.00
0.5550000000000004,0.045,24752.11,175.00,250.00,160.00,0.00
0.5700000000000004,0.045,24852.28,225.00,290.00,340.00,0.00
0.5850000000000004,0.045,24151.05,325.00,340.00,310.00,0.00
0.6000000000000004,0.045,25032.61,350.00,410.01,410.01,0.00
0.6150000000000004,0.045,23920.65,175.00,1310.06,910.03,0.00
0.6300000000000004,0.045,25062.66,462.51,2040.15,1530.09,0.00
0.6450000000000005,0.045,27126.55,837.53,5951.30,2260.19,0.00
0.6600000000000005,0.045,28338.97,600.01,3860.55,2400.21,0.00
0.6750000000000005,0.045,27888.06,787.52,3330.41,2500.23,10.00
0.6900000000000005,0.045,28629.57,675.02,5291.02,2810.29,0.00
0.7050000000000005,0.045,29180.72,925.03,5371.06,2640.26,0.00
0.7200000000000005,0.045,28799.92,612.51,5000.92,2900.31,0.00
0.7350000000000005,0.045,29381.14,875.03,8312.53,3210.38,10.00
0.7500000000000006,0.045,30132.76,875.03,3780.52,2320.20,10.00
0.7650000000000006,0.045,30072.63,587.51,3960.57,1820.12,10.00
0.7800000000000006,0.045,29471.34,725.02,5871.26,3100.35,0.00
0.7950000000000006,0.045,30162.82,487.51,3000.33,1890.13,0.00
0.8100000000000006,0.045,28829.98,700.02,3590.47,2360.21,0.00
0.8250000000000006,0.045,28298.89,450.01,3060.34,1520.09,10.00
0.8400000000000006,0.045,27787.86,1037.54,3650.49,2230.18,10.00
0.8550000000000006,0.045,26485.31,562.51,1830.12,1280.06,0.00
0.8700000000000007,0.045,25613.67,212.50,970.03,530.01,0.00
0.8850000000000007,0.045,25172.86,400.01,280.00,390.01,0.00
0.9000000000000007,0.045,24161.06,200.00,250.00,250.00,0.00
0.9150000000000007,0.045,24852.28,300.00,380.01,180.00,0.00
0.9300000000000007,0.045,24151.05,137.50,250.00,190.00,0.00
0.9450000000000007,0.045,25002.56,262.50,270.00,330.00,0.00
0.9600000000000007,0.045,25002.56,250.00,180.00,420.01,0.00
0.9750000000000008,0.045,23950.70,237.50,220.00,400.01,0.00
0.9900000000000008,0.045,26595.52,362.50,340.00,210.00,0.00
1.0050000000000008,0.045,24942.45,125.00,220.00,270.00,0.00
1.0200000000000007,0.045,24431.54,350.00,220.00,330.00,0.00
1.0350000000000006,0.045,24712.04,475.01,220.00,220.00,0.00
1.0500000000000005,0.045,24090.94,250.00,70.00,420.01,10.00
1.0650000000000004,0.045,25212.94,337.50,340.00,450.01,0.00
1.0800000000000003,0.045,24762.12,475.01,280.00,230.00,110.00
1.0950000000000002,0.045,24090.94,312.50,330.00,230.00,0.00
1.11,0.045,24641.91,262.50,150.00,250.00,0.00
1.125,0.045,25453.38,262.50,260.00,310.00,10.00
1.14,0.045,24221.17,450.01,270.00,230.00,0.00
1.1549999999999998,0.045,24141.03,87.50,200.00,320.00,0.00
1.1699999999999997,0.045,24391.47,237.50,730.02,160.00,0.00
1.1849999999999996,0.045,24531.72,250.00,200.00,320.00,0.00
1.1999999999999995,0.045,25423.32,125.00,230.00,200.00,0.00
1.2149999999999994,0.045,24872.32,125.00,100.00,250.00,0.00
1.2299999999999993,0.045,24641.91,137.50,180.00,350.00,0.00
1.2449999999999992,0.045,24241.20,75.00,410.01,210.00,0.00
1.2599999999999991,0.045,24832.25,300.00,260.00,280.00,0.00
1.274999999999999,0.045,24090.94,150.00,160.00,260.00,10.00
1.289999999999999,0.045,24651.93,125.00,1130.05,220.00,20.00
1.3049999999999988,0.045,24471.61,200.00,140.00,300.00,0.00
1.3199999999999987,0.045,24671.96,75.00,220.00,190.00,380.01
1.3349999999999986,0.045,24241.20,187.50,170.00,270.00,0.00
1.3499999999999985,0.045,23369.71,87.50,80.00,140.00,0.00
1.3649999999999984,0.045,24882.34,75.00,140.00,210.00,0.00
1.3799999999999983,0.045,23940.68,375.01,200.00,160.00,0.00
1.3949999999999982,0.045,24902.38,412.51,430.01,250.00,10.00
1.4099999999999981,0.045,24511.68,500.01,160.00,220.00,0.00
1.424999999999998,0.045,24762.12,150.00,280.00,90.00,0.00
1.439999999999998,0.045,24311.33,100.00,140.00,480.01,0.00
1.4549999999999979,0.045,24762.12,62.50,190.00,230.00,0.00
1.4699999999999978,0.045,24060.89,137.50,150.00,110.00,0.00
1.4849999999999977,0.045,24702.02,62.50,150.00,260.00,0.00
1.4999999999999976,0.045,24742.09,62.50,180.00,180.00,0.00
1.5149999999999975,0.045,25363.21,25.00,170.00,170.00,2030.16
1.5299999999999974,0.045,24952.47,37.50,220.00,180.00,0.00
1.5449999999999973,0.045,24281.27,25.00,320.00,200.00,0.00
1.5599999999999972,0.045,23580.06,25.00,570.01,100.00,0.00
1.574999999999997,0.045,24131.01,75.00,190.00,110.00,0.00
1.589999999999997,0.045,24321.34,50.00,310.00,120.00,0.00
1.6049999999999969,0.045,24832.25,37.50,350.00,270.00,0.00
1.6199999999999968,0.045,24531.72,62.50,240.00,160.00,0.00
1.6349999999999967,0.045,24972.50,0.00,130.00,120.00,0.00
0.015,0.06,24671.96,125.00,280.00,180.00,0.00
0.03,0.06,25443.36,100.00,230.00,160.00,0.00
0.045,0.06,25653.75,112.50,180.00,120.00,0.00
0.06,0.06,23840.51,187.50,250.00,170.00,10.00
0.075,0.06,24511.68,87.50,180.00,70.00,0.00
0.09,0.06,25783.99,112.50,240.00,160.00,0.00
0.105,0.06,24321.34,25.00,180.00,220.00,0.00
0.12,0.06,25313.12,50.00,230.00,130.00,0.00
0.135,0.06,24241.20,137.50,310.00,150.00,0.00
0.15000000000000002,0.06,24812.21,162.50,180.00,170.00,0.00
0.16500000000000004,0.06,25122.77,100.00,490.01,130.00,0.00
0.18000000000000005,0.06,23049.17,175.00,250.00,190.00,0.00
0.19500000000000006,0.06,24401.48,125.00,250.00,110.00,10.00
0.21000000000000008,0.06,25112.75,287.50,180.00,160.00,0.00
0.2250000000000001,0.06,24251.22,137.50,280.00,210.00,0.00
0.2400000000000001,0.06,24191.12,237.50,270.00,180.00,0.00
0.2550000000000001,0.06,24631.89,137.50,280.00,250.00,0.00
0.27000000000000013,0.06,24060.89,150.00,450.01,240.00,0.00
0.28500000000000014,0.06,24531.72,262.50,450.01,160.00,0.00
0.30000000000000016,0.06,24181.10,400.01,130.00,160.00,0.00
0.31500000000000017,0.06,24782.16,262.50,180.00,290.00,0.00
0.3300000000000002,0.06,24932.43,250.00,220.00,220.00,0.00
0.3450000000000002,0.06,25012.58,325.00,100.00,290.00,0.00
0.3600000000000002,0.06,23870.56,162.50,280.00,160.00,0.00
0.3750000000000002,0.06,24802.20,125.00,220.00,240.00,0.00
0.39000000000000024,0.06,23870.56,150.00,320.00,280.00,0.00
0.40500000000000025,0.06,24661.95,150.00,540.01,210.00,0.00
0.42000000000000026,0.06,23960.72,175.00,190.00,280.00,0.00
0.4350000000000003,0.06,25172.86,300.00,200.00,430.01,10.00
0.4500000000000003,0.06,23880.58,50.00,260.00,130.00,0.00
0.4650000000000003,0.06,25052.65,762.52,140.00,250.00,0.00
0.4800000000000003,0.06,24702.02,262.50,130.00,420.01,0.00
0.49500000000000033,0.06,23870.56,237.50,250.00,220.00,0.00
0.5100000000000003,0.06,25072.68,237.50,280.00,200.00,0.00
0.5250000000000004,0.06,24932.43,125.00,320.00,150.00,0.00
0.5400000000000004,0.06,25012.58,237.50,510.01,610.01,0.00
0.5550000000000004,0.06,25794.01,350.00,2950.32,2160.17,0.00
0.5700000000000004,0.06,28559.43,625.01,3730.51,1880.13,0.00
0.5850000000000004,0.06,29300.97,900.03,5781.22,2950.32,0.00
0.6000000000000004,0.06,30894.43,862.53,7532.08,2570.24,0.00
0.6150000000000004,0.06,30323.17,1025.04,6281.44,1710.11,10.00
0.6300000000000004,0.06,30413.37,575.01,6731.66,1850.13,0.00
0.6450000000000005,0.06,31796.47,1237.56,7422.02,1520.09,0.00
0.6600000000000005,0.06,31144.99,1150.05,6611.60,1610.10,0.00
0.6750000000000005,0.06,29771.98,975.03,3470.44,1230.06,0.00
0.6900000000000005,0.06,30202.91,1062.54,7331.97,1640.10,0.00
0.7050000000000005,0.06,30293.11,1612.59,15118.37,10033.71,0.00
0.7200000000000005,0.06,30623.83,5113.45,26315.34,11074.52,30.00
0.7350000000000005,0.06,31976.89,8715.26,19453.85,6281.45,0.00
0.7500000000000006,0.06,31335.42,1175.05,3490.45,1250.06,0.00
0.7650000000000006,0.06,29721.87,887.53,4700.81,1370.07,10.00
0.7800000000000006,0.06,30283.08,1987.64,5401.07,1240.06,0.00
0.7950000000000006,0.06,29912.28,1187.55,5160.98,1490.08,0.00
0.8100000000000006,0.06,30373.28,975.03,3480.44,1360.07,0.00
0.8250000000000006,0.06,29351.08,1112.54,4520.75,1690.11,0.00
0.8400000000000006,0.06,30002.47,925.03,4360.70,1770.12,0.00
0.8550000000000006,0.06,31255.24,912.53,3730.51,2520.23,0.00
0.8700000000000007,0.06,30373.28,837.53,4760.83,2090.16,0.00
0.8850000000000007,0.06,30353.24,850.03,4490.74,3420.43,0.00
0.9000000000000007,0.06,29631.68,1000.04,3120.36,2210.18,0.00
0.9150000000000007,0.06,29100.55,675.02,2930.31,2050.15,10.00
0.9300000000000007,0.06,26234.83,375.01,1740.11,1060.04,60.00
0.9450000000000007,0.06,25002.56,187.50,460.01,270.00,0.00
0.9600000000000007,0.06,25333.16,475.01,380.01,350.00,0.00
0.9750000000000008,0.06,25353.19,312.50,1420.07,250.00,0.00
0.9900000000000008,0.06,24912.39,175.00,240.00,190.00,0.00
1.0050000000000008,0.06,23780.40,300.00,110.00,260.00,0.00
1.0200000000000007,0.06,24391.47,225.00,350.00,240.00,0.00
1.0350000000000006,0.06,25082.70,287.50,160.00,320.00,0.00
1.0500000000000005,0.06,24030.84,425.01,180.00,450.01,0.00
1.0650000000000004,0.06,24541.73,325.00,220.00,440.01,0.00
1.0800000000000003,0.06,24491.65,300.00,280.00,290.00,0.00
1.0950000000000002,0.06,24932.43,312.50,220.00,120.00,0.00
1.11,0.06,25323.14,437.51,1150.05,280.00,0.00
1.125,0.06,24321.34,262.50,240.00,270.00,0.00
1.14,0.06,24181.10,350.00,990.04,1520.09,10.00
1.1549999999999998,0.06,24120.99,275.00,2690.27,380.01,0.00
1.1699999999999997,0.06,23900.61,87.50,120.00,230.00,0.00
1.1849999999999996,0.06,24311.33,125.00,250.00,290.00,0.00
1.1999999999999995,0.06,25413.30,125.00,210.00,190.00,10.00
1.2149999999999994,0.06,23760.37,225.00,180.00,200.00,0.00
1.2299999999999993,0.06,23990.77,487.51,350.00,270.00,20.00
