0.5221,150.00,220.00,130.00,120.00,180.00
1.0161,3780.52,2740.27,6521.56,890.03,6121.37
1.5101,3590.47,3030.34,3370.42,4260.66,4800.84
2.0041,3300.40,2900.31,8662.75,3000.33,23820.76
2.4981,2420.21,4950.90,2310.20,5651.17,5200.99
2.9921,4450.73,2850.30,2990.33,5060.94,4400.71
3.4861,5481.10,12515.73,4160.63,4100.62,2350.20
3.9801,7141.87,5441.08,7191.89,1630.10,2310.20
4.4741,7612.12,5841.25,3380.42,490.01,2080.16
4.9681,7031.81,2950.32,1370.07,890.03,2850.30
5.4621,6151.39,2880.30,3020.33,2850.30,1320.06
5.9561,4200.65,3300.40,4250.66,4210.65,720.02
6.4502,3650.49,5140.97,25243.32,3940.57,3410.43
6.9441,7562.09,7021.81,13686.86,4170.64,4340.69
7.4382,6021.33,1370.07,7422.02,2260.19,5401.07
7.9322,2830.29,820.02,23279.83,2340.20,940.03
8.4262,2040.15,5120.96,7952.32,2050.15,300.00
8.9202,4110.62,5160.98,9403.24,5130.96,290.00
9.4142,2360.20,2300.19,6791.69,2650.26,270.00
9.9082,9753.48,8172.44,6261.44,2630.25,340.00
10.4022,11644.96,7992.34,5891.27,1990.15,400.01
10.8962,3830.54,7151.87,7442.03,3670.49,2690.27
11.3902,6021.33,10053.70,7732.19,3570.47,520.01
11.8842,5991.31,6451.52,2930.31,1340.07,4800.84
12.3782,5060.94,9743.48,4210.65,1230.06,2940.32
12.8722,9573.35,8772.82,2790.28,5701.19,5831.25
13.3662,2240.18,6851.72,2020.15,4170.64,3100.35
13.8602,2090.16,5551.13,1510.08,8202.46,9413.24
14.3542,6711.65,9923.61,2370.21,6671.63,23700.55
14.8482,11965.24,630.01,1900.13,4650.79,5541.12
15.3422,11544.88,3930.57,2150.17,10103.74,320.00
15.8362,25163.17,3450.44,5451.09,4100.62,400.01
16.3302,7592.11,2460.22,13136.32,4240.66,3310.40
16.8242,5130.96,3070.35,6171.39,2690.27,55341.94
17.3183,4540.75,1140.05,830.03,6781.68,12385.62
17.8123,4740.82,11935.21,820.02,1220.05,8232.48
18.3063,2900.31,2360.20,33621.35,570.01,9713.45
18.8003,6661.62,10984.42,710.02,1040.04,8412.59
19.2943,4560.76,3260.39,4240.66,2980.33,1810.12
19.7883,8232.48,2480.23,2390.21,10944.38,490.01
20.2823,1970.14,2680.26,2200.18,2690.27,960.03
20.7763,1260.06,4780.84,1360.07,580.01,720.02
21.2703,2400.21,5741.21,310.00,7582.10,640.02
21.7643,5511.11,10043.69,520.01,5961.30,3030.34
22.2583,2530.23,7552.09,3580.47,960.03,1410.07
22.7523,10994.42,5100.95,3720.51,1270.06,1490.08
23.2463,3670.49,3120.36,2370.21,250.00,1190.05
23.7403,5511.11,7802.23,4880.87,210.00,12856.05
24.2343,10804.27,7321.96,4610.78,2910.31,7101.85
24.7283,8692.77,9473.29,7341.97,1750.11,2530.23
25.2223,6391.50,4020.59,1990.15,3280.39,900.03
25.7163,3520.45,5451.09,1120.05,4480.74,8232.48
26.2104,4780.84,2330.20,2930.31,3050.34,31716.80
26.7043,3740.51,3160.37,1400.07,3120.36,3430.43
27.1984,6531.56,1560.09,490.01,1980.14,7692.17
27.6924,11785.08,4840.86,340.00,3400.42,8642.73
28.1864,3330.41,610.01,1130.05,8832.86,10153.77
28.6804,4650.79,1460.08,710.02,6921.75,11214.60
29.1744,3050.34,7912.29,2050.15,6811.70,10303.89
29.6684,4530.75,4210.65,820.02,3110.35,20705.69
