D:\Data\McGill_Bone_A_03.b\011SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/27/2018 10:09:28 PM using Batch McGill_Bone_A_03.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5217,10524.00,62102.27,1141256.31,88014.57,149842.34
1.0157,49719.12,832576.87,870099.99,110750.19,64202.53
1.5097,73182.91,1054526.98,584343.12,598882.49,32281.14
2.0037,86529.56,1291289.87,1683610.13,1009618.34,204479.59
2.4977,244439.00,1569303.94,2021398.56,881644.75,37666.00
2.9917,138701.33,1287961.16,1261070.22,533081.09,132965.23
3.4857,121198.18,1381043.78,976098.81,254871.71,15849.92
3.9797,100382.61,1225515.46,3134040.89,3482735.89,230440.23
4.4737,227869.96,1429761.16,4051221.81,5019342.43,268836.95
4.9677,185129.55,1267115.85,2292048.09,1465339.35,108543.75
5.4617,186203.83,1316533.82,2849176.83,2890266.21,178804.96
5.9557,237662.56,1269482.16,1684579.51,2406407.15,300180.25
6.4497,230736.87,1234014.29,2059040.59,1087203.27,173359.96
6.9437,191738.59,1410050.03,1253509.20,4532594.93,136886.73
7.4377,105984.12,1157380.10,2231616.06,1017915.22,72738.55
7.9318,159857.61,1566790.37,2912006.21,884768.58,70294.79
8.4258,201647.89,882457.25,2170987.31,834774.91,34677.47
8.9198,195581.79,494720.52,1295862.95,746592.10,21979.08
9.4138,193604.29,1044625.61,3796741.51,2023750.59,132874.29
9.9078,152606.46,1288714.48,2413704.81,1470593.88,183501.52
10.4018,233116.23,1319869.17,2376412.93,570737.41,41869.18
10.8958,146450.51,1452685.09,1402741.07,392650.85,66715.48
11.3898,103968.92,1248909.50,1104510.84,623557.69,44287.40
11.8838,111900.40,1528650.91,2860206.21,2035626.06,256321.11
12.3778,125445.76,1289372.00,2862793.71,1942913.41,100900.86
12.8718,175231.99,1304475.42,1108191.94,332146.56,74790.47
13.3658,125718.22,1453959.70,1019946.63,617154.64,59419.24
13.8598,168499.18,1663695.74,3006920.89,1543259.04,127863.04
14.3538,183457.52,1588477.38,1518129.66,624279.76,141588.06
14.8478,272893.28,1768821.13,2178668.87,464052.81,35228.99
15.3418,165209.90,1411279.43,1988824.19,962030.22,92678.30
15.8358,328982.85,1273052.86,3031995.89,857445.30,106254.43
16.3298,256321.03,1153770.14,1871264.97,1580827.63,182618.88
16.8238,180276.13,1290029.52,4086300.25,1829682.47,48241.83
17.3179,146885.09,1229839.29,1893683.57,677714.29,167430.88
17.8119,318461.05,1350128.35,3539747.13,1667455.91,68032.47
18.3059,127877.87,1488250.13,2749414.33,1519944.20,95005.47
18.7999,201059.43,1130151.20,2208827.78,1355337.32,112387.10
19.2939,309327.46,1576372.20,2322086.37,1477641.38,139778.09
19.7879,224088.98,1561234.02,4007894.94,2934285.89,96285.09
20.2819,122489.47,1156131.47,1696284.35,827780.77,123419.22
20.7759,439187.34,1321228.25,2177199.81,824313.43,31198.43
21.2699,152020.07,1469083.63,1162273.19,301799.82,16430.67
21.7639,138549.81,1262124.54,3431850.89,1243269.67,167055.97
22.2579,184805.25,1419791.63,1301591.31,675151.08,114627.06
22.7519,225369.53,1454915.76,2060266.69,2643721.52,136987.82
23.2459,302151.56,1502826.01,1549330.13,1279408.97,124328.05
23.7399,206285.47,1282058.92,961527.41,316744.76,65499.15
24.2339,210102.22,1334688.51,738223.11,418310.85,53543.09
24.7279,132511.13,1006861.35,1694874.35,697742.18,53543.09
25.2219,190025.21,866449.34,2362794.81,848115.30,186271.58
25.7159,413823.67,754989.23,2854848.08,1377600.92,98552.46
26.2099,189376.40,1144410.18,3114604.95,738211.71,119542.24
26.7039,353721.71,705831.12,1796625.60,512147.45,134491.25
27.1979,192701.83,1073432.74,3705270.26,927816.24,60876.15
27.6920,179840.51,1036897.87,2472744.34,1227146.15,290723.16
28.1860,437804.52,1513297.89,5160872.74,2155042.62,119118.28
28.6800,222391.95,1087135.47,3721569.01,1832656.69,111045.32
29.1740,219628.36,934196.99,2619776.84,1797877.16,92466.76
29.6680,204133.92,1139773.07,3974828.69,1259553.73,71099.27


          Printed:4/27/2018 10:10:06 PM
