D:\Data\McGill_Bone_A_03.b\012SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/27/2018 10:10:12 PM using Batch McGill_Bone_A_03.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5220,12485.63,68407.06,1286496.23,71538.11,42180.21
1.0160,71675.06,820813.49,453509.17,150105.81,59459.43
1.5100,112636.34,1050013.30,609226.16,90339.77,20466.55
2.0040,89780.16,1011052.46,826502.33,836060.61,91278.17
2.4980,114824.20,1100107.74,1032661.00,354901.99,45983.43
2.9920,176356.13,864826.87,1362583.42,736977.25,150591.16
3.4860,215941.03,1342220.73,2265659.34,1606563.88,197926.58
3.9800,279544.00,977558.13,2633114.96,818857.49,25756.20
4.4740,182616.50,1513534.41,2461283.71,1080616.94,107978.94
4.9680,177460.10,1400715.36,1617834.51,1558637.01,42511.32
5.4620,112787.56,1027950.22,1400508.26,403337.57,72517.29
5.9560,187328.84,1078426.29,2069279.19,984402.64,79478.92
6.4500,219851.87,1452601.89,684636.24,160291.33,19555.10
6.9440,89025.31,1549304.92,573883.16,161718.11,3870.59
7.4381,170857.83,1409911.95,2486118.24,959425.06,166863.45
7.9321,406388.20,1010326.98,2826034.96,1391342.79,36342.14
8.4261,172700.47,332403.01,1392928.57,2716473.40,169660.29
8.9201,217586.50,398292.49,1006921.00,864400.07,30947.81
9.4141,184896.46,845492.01,454191.32,172459.18,24072.89
9.9081,69926.14,1291413.21,747402.88,191299.24,46485.26
10.4021,102346.91,1197708.03,1621762.01,1333383.57,78452.55
10.8961,135429.17,1301801.69,2245898.56,583691.44,28111.20
11.3901,177612.03,1029537.52,4897710.86,1098122.25,96416.08
11.8841,167588.22,803180.14,2411371.37,1801725.60,109108.57
12.3781,166808.88,1383290.95,2085281.84,500826.36,35309.22
12.8721,119120.26,1347611.16,1241896.47,556014.60,73221.32
13.3661,387590.54,1036103.83,1254504.67,663444.29,49928.35
13.8601,172700.47,1729698.87,1399027.48,1262609.12,44789.16
14.3541,156196.16,1394670.25,1639876.23,481391.52,34647.39
14.8481,176558.69,862606.37,1477826.70,281234.96,22219.50
15.3421,143166.43,1023202.85,717996.00,639724.87,25525.73
15.8361,69694.98,1229361.84,299468.75,220903.88,2170.19
16.3301,180124.18,1350912.43,1825142.47,397838.74,105145.22
16.8242,250068.22,1171557.45,2100548.25,1408749.04,116887.61
17.3182,256840.52,1389676.11,3386528.07,1382559.35,109744.04
17.8122,170098.55,942564.47,1659982.32,1440120.29,116221.51
18.3062,320865.62,1241753.45,1512069.35,782947.96,81360.84
18.8002,308775.31,1118762.53,1261573.65,799799.52,28191.38
19.2942,195957.05,1077225.02,1250194.98,377335.31,14348.13
19.7882,176852.40,1190604.71,1081104.05,353229.17,13707.42
20.2822,102800.25,1041878.73,1936743.10,1149182.09,46254.42
20.7762,134439.59,1247803.06,839946.78,1118229.12,44076.66
21.2702,150705.81,841083.91,2355595.28,1183633.42,149832.22
21.7642,612955.07,1863644.57,5247804.30,2008389.19,53251.86
22.2582,104029.38,1458795.93,1088003.81,1900098.88,114536.25
22.7522,148734.68,1097106.86,1534150.91,686205.54,12105.79
23.2462,217647.46,1585862.63,2099504.50,973818.27,242145.89
23.7402,218195.97,1551187.73,3335544.95,2383668.25,259015.17
24.2342,247126.09,1557200.72,1381147.01,2140904.66,257780.33
24.7282,281523.51,1316904.42,2316212.78,2371933.40,178257.32
25.2222,194385.11,1614875.33,1103514.98,165837.40,149245.35
25.7162,207929.78,1447712.34,2095793.88,1614744.98,333643.16
26.2102,284554.55,1454888.02,2698014.33,2031454.66,90512.70
26.7042,221284.43,1379334.50,2573222.77,1107727.95,22800.53
27.1983,246810.52,1375999.15,4921295.86,3275738.39,244602.48
27.6923,272413.98,1231108.04,4627742.43,1587178.88,300026.68
28.1863,222026.15,875695.23,1949794.97,483680.81,32381.40
28.6803,263269.61,1164575.61,2719933.71,1170569.67,124903.68
29.1743,147703.72,1218180.30,1675271.69,1404412.01,146048.35
29.6683,264462.01,991504.51,4725419.62,3110842.77,92114.20


          Printed:4/27/2018 10:10:46 PM
