D:\Data\McGill_Bone_A_03.b\013SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/27/2018 10:10:52 PM using Batch McGill_Bone_A_03.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5221,12475.62,93554.34,1032187.17,77048.16,37856.57
1.0161,37741.37,841521.99,315636.93,87964.24,67499.63
1.5101,81096.82,664445.72,896231.78,692409.13,50791.78
2.0041,149452.34,1462039.49,1888447.16,750287.88,97585.00
2.4981,128665.11,1395539.58,1453767.63,585225.46,48944.52
2.9921,92981.19,1170090.16,664811.63,178911.93,4840.93
3.4861,129351.46,1311100.13,1866516.07,1978198.56,102896.84
3.9801,176730.86,1062655.30,1566884.20,269173.98,58695.88
4.4741,216022.28,1405161.07,1609679.66,872895.30,77023.81
4.9681,149189.52,1436830.99,1843444.04,960561.47,39230.74
5.4621,131854.91,1445870.54,2586998.87,1690086.07,130439.14
5.9561,144035.37,1316218.19,2217768.09,525202.57,111580.00
6.4501,274994.23,1275680.30,2099087.00,813297.57,6461.65
6.9441,103031.96,1414926.89,6949247.40,5580066.17,297846.03
7.4381,287065.60,1816852.38,4181266.19,2437049.18,48723.67
7.9321,140246.78,1259062.33,1420393.89,879075.85,74287.51
8.4261,324939.00,1350912.43,1145424.67,544137.30,39953.00
8.9201,264360.07,478732.38,2527983.40,2768422.46,165374.08
9.4142,266204.94,527232.09,992865.45,142635.87,33835.19
9.9081,200785.50,1151164.97,605464.21,116175.28,14318.10
10.4022,66871.11,1398272.10,1102367.64,484053.78,35600.03
10.8962,164025.94,1039684.20,849746.08,137250.74,14578.40
11.3902,136136.04,1040990.06,3093433.08,3564219.01,112911.74
11.8842,367863.12,1477768.59,2409097.46,3410753.70,36281.96
12.3782,182059.24,1006149.53,2658032.15,473687.30,28862.89
12.8722,167325.06,1348092.61,1566738.88,817668.89,45461.55
13.3662,97733.76,1541371.52,1734430.76,1304563.50,23291.43
13.8602,236736.89,1532857.36,2818012.46,2136575.12,102564.16
14.3542,338692.81,1353870.44,3194782.14,2603538.40,103431.18
14.8482,486552.02,1669136.56,875318.19,463845.89,17041.47
15.3422,174239.59,1590785.00,1309013.11,785075.77,21107.60
15.8362,113584.03,1410795.93,2855825.27,2385668.40,135026.90
16.3302,216174.65,1278116.43,1471327.79,525616.40,37776.33
16.8242,135045.45,1028394.07,2334417.93,1431661.38,87954.75
17.3182,206204.27,1464978.74,1260884.12,626768.70,20686.90
17.8122,136832.87,1707124.26,2564556.52,1313057.17,42601.62
18.3062,97059.03,1279608.43,1768912.79,1212317.79,201421.11
18.8002,542016.28,1809155.70,3718870.88,1233637.09,99459.51
19.2942,182869.82,1198511.16,3719761.51,1157159.28,70928.31
19.7882,147673.40,1235761.06,1727611.85,1186302.09,52197.48
20.2823,188758.04,1269140.26,2558514.65,1299840.92,131742.55
20.7763,480050.85,1442505.99,4456311.81,3197226.83,258096.68
21.2703,193279.80,1325127.67,4167858.38,4266359.94,136381.32
21.7643,292395.41,1404732.84,1218524.75,540808.08,51946.45
22.2583,107183.30,1430798.57,1151212.40,589755.46,62584.45
22.7523,162639.72,990203.15,2037637.78,873374.75,80022.33
23.2463,222290.35,1226483.82,2796656.21,1917454.19,192625.68
23.7403,356470.89,1241930.98,1550670.13,1355667.95,107091.44
24.2343,270313.39,1510181.97,2641364.02,1159485.92,125913.62
24.7283,279911.30,1434105.01,1172613.73,332115.85,50922.30
25.2223,203961.40,1866138.52,4889150.86,1265446.07,31529.25
25.7163,79547.87,1242518.09,932578.74,459667.22,9453.53
26.2103,80674.37,1028071.21,483430.03,219836.75,1570.10
26.7043,103132.70,1508652.08,2824659.02,1878748.57,76973.50
27.1983,194902.30,1064988.11,1454577.48,721919.13,39280.90
27.6923,216834.84,1348408.92,2038457.78,660778.82,40615.10
28.1863,278635.97,1428502.38,2830760.27,1489076.07,129762.22
28.6803,204712.36,1555344.96,1749402.47,732662.72,14748.59
29.1743,113926.83,1253267.61,1203124.67,641233.66,27389.62
29.6683,155993.90,1208015.46,1617217.32,583900.15,70737.25


          Printed:4/27/2018 10:11:27 PM
