D:\Data\McGill_Bone_A_03.b\014SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/27/2018 10:11:33 PM using Batch McGill_Bone_A_03.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5220,16760.14,89829.65,1450550.92,73438.22,52749.76
1.0160,65142.89,1087338.01,538754.33,114279.29,23050.99
1.5100,121995.13,746375.50,820697.33,108109.02,58776.25
2.0040,211625.15,841482.15,905056.31,273315.56,28221.45
2.4980,215087.91,1734839.49,3083446.83,1207189.36,93051.01
2.9920,141731.78,2052070.36,1061458.81,211607.46,13427.12
3.4860,253652.54,1880540.28,2356208.87,1496021.54,67891.72
3.9800,171475.39,1597066.15,1453357.17,932234.28,153090.90
4.4740,361067.73,1620410.00,1610442.32,810147.18,26417.56
4.9681,172528.36,1764942.42,1109220.69,1836588.88,162568.05
5.4620,347886.60,2288640.09,2281888.56,1038156.00,39110.37
5.9561,220847.52,2280298.29,4445842.75,1863516.85,63700.00
6.4501,182373.34,2310550.44,1426360.45,274784.80,12326.00
6.9441,199446.34,2353142.44,1259767.72,667632.41,100356.56
7.4381,471763.16,2157981.49,2089696.69,1530207.32,133723.16
7.9321,208122.65,1741098.09,1508683.73,402554.84,15439.42
8.4261,127494.35,1392766.24,3088389.64,1968256.38,119774.43
8.9201,197397.28,1387152.08,1919824.82,1024386.08,56716.87
9.4141,253000.78,1661292.22,1491389.35,281102.26,19104.42
9.9081,137337.83,1838444.57,1303808.57,785594.60,17141.61
10.4021,263473.41,1609216.54,2458182.31,1031204.75,57641.04
10.8961,233502.65,1646795.74,1995582.00,379926.13,85719.48
11.3901,336602.73,1812918.20,2256748.40,591425.85,97322.99
11.8841,350296.24,1906112.74,3175891.52,1519966.54,27239.30
12.3781,191018.75,1846925.04,2055744.97,1224808.42,97998.17
12.8721,221660.37,1892371.53,2382298.71,441405.58,10374.25
13.3661,158977.57,2279492.24,712846.47,266807.93,10194.11
13.8601,130401.24,1753849.84,632206.36,243047.69,48081.22
14.3541,189406.81,1703149.06,1353668.73,319539.16,15459.44
14.8481,159978.99,1429041.83,969534.99,453918.47,111751.50
15.3421,322093.65,2291676.03,2029925.59,1873342.00,92607.78
15.8362,146723.38,1990095.75,1538133.88,800817.02,96748.60
16.3302,332259.72,1602146.23,1753094.04,1065779.44,35369.38
16.8242,166869.63,1587009.12,2549211.21,1541583.57,76279.32
17.3182,167942.48,1793434.02,2082177.31,1031290.92,14678.51
17.8122,128887.16,1563146.42,1262252.25,316171.62,31238.53
18.3062,231702.79,1859285.00,1791083.41,597890.11,66866.28
18.8002,169815.11,1683401.99,1607538.10,570330.85,55149.97
19.2942,156317.53,1673960.39,746938.43,318884.00,45832.89
19.7882,197742.17,1611555.41,1936284.35,434900.46,20296.27
20.2822,158502.16,1494640.07,2533810.12,7225504.27,278635.62
20.7762,322369.98,1769033.63,2528747.31,2545468.56,139272.58
21.2702,202966.95,1665874.65,2354037.78,838079.60,8963.17
21.7642,191241.79,1112726.49,1526623.10,605235.30,391176.83
22.2582,646605.15,1364579.43,2431034.03,818549.75,29754.96
22.7522,153749.00,1533553.84,705193.97,463328.66,37986.96
23.2462,156529.90,1691356.87,1459392.95,968657.80,48884.28
23.7402,223977.20,1517597.40,2579594.18,1786858.72,87169.33
24.2342,177855.11,1352439.48,1418291.07,1470482.63,43123.38
24.7282,166201.66,1618532.26,831449.52,570737.41,66906.49
25.2222,433739.56,1783637.74,3334311.20,1465571.54,111993.63
25.7163,224790.21,1801505.51,782753.58,320399.08,9783.78
26.2103,171141.29,1386310.77,871974.05,884757.96,23782.34
26.7043,145935.11,1477171.91,1993589.97,285962.26,17912.68
27.1983,158512.27,1281826.20,1219965.22,258264.98,126570.13
27.6923,293927.32,1746483.05,2376672.93,772218.50,21728.65
28.1863,228713.71,1841588.71,2776701.52,1148215.22,20476.56
28.6803,176781.50,1623101.11,2887850.58,2099674.81,107182.22
29.1743,198918.84,1304927.96,4830999.62,1884637.78,64413.60
29.6683,165037.85,1447629.33,2457552.62,1432947.17,64172.38


          Printed:4/27/2018 10:12:08 PM
