0.5217,10524.00,12485.63,12475.62,16760.14,12645.77
1.0157,49719.12,71675.06,37741.37,65142.89,58212.12
1.5097,73182.91,112636.34,81096.82,121995.13,100009.92
2.0037,86529.56,89780.16,149452.34,211625.15,99848.77
2.4977,244439.00,114824.20,128665.11,215087.91,286351.03
2.9917,138701.33,176356.13,92981.19,141731.78,176832.15
3.4857,121198.18,215941.03,129351.46,253652.54,287198.32
3.9797,100382.61,279544.00,176730.86,171475.39,143944.44
4.4737,227869.96,182616.50,216022.28,361067.73,92538.23
4.9677,185129.55,177460.10,149189.52,172528.36,87485.55
5.4617,186203.83,112787.56,131854.91,347886.60,134166.96
5.9557,237662.56,187328.84,144035.37,220847.52,144106.11
6.4497,230736.87,219851.87,274994.23,182373.34,138943.73
6.9437,191738.59,89025.31,103031.96,199446.34,179982.34
7.4377,105984.12,170857.83,287065.60,471763.16,208325.66
7.9318,159857.61,406388.20,140246.78,208122.65,122842.58
8.4258,201647.89,172700.47,324939.00,127494.35,172852.36
8.9198,195581.79,217586.50,264360.07,197397.28,169329.22
9.4138,193604.29,184896.46,266204.94,253000.78,223113.43
9.9078,152606.46,69926.14,200785.50,137337.83,136186.54
10.4018,233116.23,102346.91,66871.11,263473.41,187714.00
10.8958,146450.51,135429.17,164025.94,233502.65,133288.54
11.3898,103968.92,177612.03,136136.04,336602.73,169997.32
11.8838,111900.40,167588.22,367863.12,350296.24,165564.08
12.3778,125445.76,166808.88,182059.24,191018.75,200136.19
12.8718,175231.99,119120.26,167325.06,221660.37,279809.29
13.3658,125718.22,387590.54,97733.76,158977.57,167375.68
13.8598,168499.18,172700.47,236736.89,130401.24,249101.01
14.3538,183457.52,156196.16,338692.81,189406.81,156691.72
14.8478,272893.28,176558.69,486552.02,159978.99,255872.85
15.3418,165209.90,143166.43,174239.59,322093.65,221579.08
15.8358,328982.85,69694.98,113584.03,146723.38,116367.00
16.3298,256321.03,180124.18,216174.65,332259.72,256565.48
16.8238,180276.13,250068.22,135045.45,166869.63,191677.75
17.3179,146885.09,256840.52,206204.27,167942.48,276840.50
17.8119,318461.05,170098.55,136832.87,128887.16,165503.38
18.3059,127877.87,320865.62,97059.03,231702.79,121581.52
18.7999,201059.43,308775.31,542016.28,169815.11,83269.67
19.2939,309327.46,195957.05,182869.82,156317.53,105399.69
19.7879,224088.98,176852.40,147673.40,197742.17,108231.40
20.2819,122489.47,102800.25,188758.04,158502.16,127766.84
20.7759,439187.34,134439.59,480050.85,322369.98,115015.78
21.2699,152020.07,150705.81,193279.80,202966.95,183974.29
21.7639,138549.81,612955.07,292395.41,191241.79,175282.61
22.2579,184805.25,104029.38,107183.30,646605.15,230320.00
22.7519,225369.53,148734.68,162639.72,153749.00,346041.21
23.2459,302151.56,217647.46,222290.35,156529.90,194466.25
23.7399,206285.47,218195.97,356470.89,223977.20,192144.16
24.2339,210102.22,247126.09,270313.39,177855.11,152100.94
24.7279,132511.13,281523.51,279911.30,166201.66,158805.60
25.2219,190025.21,194385.11,203961.40,433739.56,364157.06
25.7159,413823.67,207929.78,79547.87,224790.21,228703.53
26.2099,189376.40,284554.55,80674.37,171141.29,373326.52
26.7039,353721.71,221284.43,103132.70,145935.11,188960.80
27.1979,192701.83,246810.52,194902.30,158512.27,188585.72
27.6920,179840.51,272413.98,216834.84,293927.32,159665.41
28.1860,437804.52,222026.15,278635.97,228713.71,82967.86
28.6800,222391.95,263269.61,204712.36,176781.50,159361.94
29.1740,219628.36,147703.72,113926.83,198918.84,252807.28
29.6680,204133.92,264462.01,155993.90,165037.85,213767.69
