0.5217,1141256.31,1286496.23,1032187.17,1450550.92,852595.77
1.0157,870099.99,453509.17,315636.93,538754.33,371003.31
1.5097,584343.12,609226.16,896231.78,820697.33,1835902.00
2.0037,1683610.13,826502.33,1888447.16,905056.31,687231.86
2.4977,2021398.56,1032661.00,1453767.63,3083446.83,825982.18
2.9917,1261070.22,1362583.42,664811.63,1061458.81,1551161.70
3.4857,976098.81,2265659.34,1866516.07,2356208.87,975251.31
3.9797,3134040.89,2633114.96,1566884.20,1453357.17,1130830.06
4.4737,4051221.81,2461283.71,1609679.66,1610442.32,327368.37
4.9677,2292048.09,1617834.51,1843444.04,1109220.69,905408.58
5.4617,2849176.83,1400508.26,2586998.87,2281888.56,1319372.64
5.9557,1684579.51,2069279.19,2217768.09,4445842.75,864128.03
6.4497,2059040.59,684636.24,2099087.00,1426360.45,1933486.38
6.9437,1253509.20,573883.16,6949247.40,1259767.72,3516807.76
7.4377,2231616.06,2486118.24,4181266.19,2089696.69,2721699.33
7.9318,2912006.21,2826034.96,1420393.89,1508683.73,1842999.66
8.4258,2170987.31,1392928.57,1145424.67,3088389.64,747297.33
8.9198,1295862.95,1006921.00,2527983.40,1919824.82,3618516.20
9.4138,3796741.51,454191.32,992865.45,1491389.35,1633888.10
9.9078,2413704.81,747402.88,605464.21,1303808.57,1828682.63
10.4018,2376412.93,1621762.01,1102367.64,2458182.31,744247.25
10.8958,1402741.07,2245898.56,849746.08,1995582.00,993305.84
11.3898,1104510.84,4897710.86,3093433.08,2256748.40,967487.09
11.8838,2860206.21,2411371.37,2409097.46,3175891.52,1320108.89
12.3778,2862793.71,2085281.84,2658032.15,2055744.97,1706079.66
12.8718,1108191.94,1241896.47,1566738.88,2382298.71,1721587.32
13.3658,1019946.63,1254504.67,1734430.76,712846.47,1543959.82
13.8598,3006920.89,1399027.48,2818012.46,632206.36,2198643.40
14.3538,1518129.66,1639876.23,3194782.14,1353668.73,2314400.43
14.8478,2178668.87,1477826.70,875318.19,969534.99,2790495.58
15.3418,1988824.19,717996.00,1309013.11,2029925.59,2401768.87
15.8358,3031995.89,299468.75,2855825.27,1538133.88,3677100.57
16.3298,1871264.97,1825142.47,1471327.79,1753094.04,1654852.01
16.8238,4086300.25,2100548.25,2334417.93,2549211.21,3311814.33
17.3179,1893683.57,3386528.07,1260884.12,2082177.31,1335624.98
17.8119,3539747.13,1659982.32,2564556.52,1262252.25,1983427.00
18.3059,2749414.33,1512069.35,1768912.79,1791083.41,743888.58
18.7999,2208827.78,1261573.65,3718870.88,1607538.10,468999.56
19.2939,2322086.37,1250194.98,3719761.51,746938.43,1020602.95
19.7879,4007894.94,1081104.05,1727611.85,1936284.35,1068022.17
20.2819,1696284.35,1936743.10,2558514.65,2533810.12,1102519.20
20.7759,2177199.81,839946.78,4456311.81,2528747.31,1135928.34
21.2699,1162273.19,2355595.28,4167858.38,2354037.78,1566615.76
21.7639,3431850.89,5247804.30,1218524.75,1526623.10,854797.25
22.2579,1301591.31,1088003.81,1151212.40,2431034.03,4964800.55
22.7519,2060266.69,1534150.91,2037637.78,705193.97,1424400.76
23.2459,1549330.13,2099504.50,2796656.21,1459392.95,1508850.76
23.7399,961527.41,3335544.95,1550670.13,2579594.18,1023907.17
24.2339,738223.11,1381147.01,2641364.02,1418291.07,1476993.26
24.7279,1694874.35,2316212.78,1172613.73,831449.52,1883407.00
25.2219,2362794.81,1103514.98,4889150.86,3334311.20,1915815.91
25.7159,2854848.08,2095793.88,932578.74,782753.58,2799463.71
26.2099,3114604.95,2698014.33,483430.03,871974.05,2404574.34
26.7039,1796625.60,2573222.77,2824659.02,1993589.97,1798886.22
27.1979,3705270.26,4921295.86,1454577.48,1219965.22,1403260.60
27.6920,2472744.34,4627742.43,2038457.78,2376672.93,1104694.91
28.1860,5160872.74,1949794.97,2830760.27,2776701.52,856648.03
28.6800,3721569.01,2719933.71,1749402.47,2887850.58,2696711.83
29.1740,2619776.84,1675271.69,1203124.67,4830999.62,3377396.20
29.6680,3974828.69,4725419.62,1617217.32,2457552.62,1633787.01
