D:\Data\McGill_Bone_A_03.b\006SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/27/2018 10:06:11 PM using Batch McGill_Bone_A_03.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5220,11104.45,25.00,59127.76,7281.95,9653.68
1.0160,15548.73,40145.96,155803.96,4330.69,5091.02
1.5100,19433.63,32826.60,82277.18,9523.34,6051.45
2.0040,19804.15,97103.79,30634.33,12605.85,540.01
2.4980,15718.92,149381.17,15268.53,16319.81,1010.04
2.9920,14888.00,162339.14,17371.04,16740.32,960.04
3.4860,18402.22,112911.20,86020.14,13266.48,2220.19
3.9800,27256.80,104104.68,192943.81,18552.68,1780.13
4.4741,17721.34,135084.59,45385.31,28279.44,1040.04
4.9681,18352.15,111751.78,55572.87,15659.03,12095.78
5.4621,85714.52,142572.02,375133.94,51256.64,2290.21
5.9561,24371.43,110756.29,208713.24,14457.70,1290.07
6.4501,21606.85,114032.88,88093.29,15208.52,1580.10
6.9441,23259.52,122984.45,208144.65,66261.42,530.01
7.4381,22979.05,53328.10,103551.22,6011.33,330.00
7.9321,30072.63,62491.53,77881.51,7792.24,1270.06
8.4261,26064.51,66334.45,84701.93,15969.39,1220.06
8.9201,25212.94,126125.17,104679.77,20635.68,2300.21
9.4141,18422.25,108211.16,135135.50,13817.03,1000.04
9.9081,23980.75,122757.44,95029.58,16740.32,2430.23
10.4021,22688.58,128143.69,467913.20,840045.77,18173.05
10.8961,21366.47,100263.83,84842.80,18442.53,520.01
11.3901,16880.28,122227.75,40931.26,17781.64,2100.17
11.8841,30303.13,181843.20,835718.74,197730.47,220.00
12.3781,16690.05,129847.04,43589.47,24882.80,380.01
12.8721,19123.20,99936.46,112078.16,71025.42,3480.48
13.3661,21877.27,127096.55,75478.06,13837.05,840.03
13.8601,23179.39,124006.06,208134.51,21617.21,550.01
14.3541,45785.58,110617.68,309897.67,1835677.00,136563.26
14.8482,34573.11,128862.86,230489.31,9753.50,1060.04
15.3422,23810.46,67176.01,111614.38,11324.72,270.00
15.8362,22017.49,123173.62,51627.43,10904.38,310.00
16.3302,20985.89,135816.73,147219.49,18082.04,4500.80
16.8242,25353.19,102517.84,193826.17,17651.48,1120.05
17.3182,23960.72,92333.64,160497.87,17571.37,1200.06
17.8122,24070.91,171397.97,75397.62,22278.28,2630.27
18.3062,18892.88,146083.56,47753.37,24121.42,2690.29
18.8002,19673.97,114625.27,257301.95,26535.92,1360.07
19.2942,26234.83,86319.80,167784.68,30754.82,2450.24
19.7882,22928.97,112507.91,144995.88,29201.39,410.01
20.2822,17461.00,160998.54,216929.84,125104.15,230.00
20.7762,15498.67,145262.44,64622.58,29301.61,490.01
21.2702,19663.95,121571.99,78887.25,19494.00,2080.17
21.7642,15598.78,168449.41,29832.56,20034.78,950.04
22.2582,15638.83,173612.97,26335.38,26916.67,700.02
22.7522,16990.42,179272.32,31506.31,24962.94,200.00
23.2462,17951.63,127235.32,47331.90,18602.74,900.03
23.7402,15328.48,186809.05,17841.65,24492.09,1360.07
24.2342,26294.95,190547.26,116817.63,15859.26,210.00
24.7283,16029.27,150290.99,15138.39,11054.50,430.01
25.2223,17591.17,148951.54,52771.79,10123.78,230.00
25.7163,16299.59,149103.18,37822.32,9133.07,1370.07
26.2103,18171.92,142319.44,488174.45,17941.86,1200.06
26.7043,16429.74,154259.52,28018.72,12866.10,11104.87
27.1983,17531.09,179576.24,50643.75,11484.86,470.01
27.6923,20124.62,187379.22,94465.68,309602.71,12776.45
28.1863,19583.84,96889.79,94727.49,336173.98,2950.34
28.6803,22838.82,97632.52,228963.96,17010.66,1390.08
29.1743,25433.34,101925.97,67747.67,16409.92,810.03
29.6683,21767.10,139983.16,75558.50,47934.53,710.02


          Printed:4/27/2018 10:06:48 PM
