D:\Data\McGill_Bone_A_03.b\007SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/27/2018 10:06:53 PM using Batch McGill_Bone_A_03.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5221,11805.03,12.50,78967.71,7672.17,4170.69
1.0161,16970.39,39606.90,109870.32,7482.06,3100.38
1.5101,18232.00,65166.39,247106.19,12095.39,5101.03
2.0041,17941.62,103210.48,160821.65,17150.83,1620.10
2.4981,17801.44,119365.30,170325.88,15488.84,960.04
2.9921,21827.19,128761.92,37742.10,12475.73,2770.30
3.4861,17681.28,127109.17,33781.74,11554.92,600.01
3.9801,15919.15,138568.96,59037.37,17070.73,3090.38
4.4741,16760.14,117940.60,65737.88,16039.47,530.01
4.9681,15849.07,153539.04,18222.15,15679.05,210.00
5.4622,15598.78,142231.03,13686.86,20475.44,780.02
5.9562,15418.58,162743.89,11765.07,13396.61,1230.06
6.4502,15358.51,179778.86,32137.78,13276.49,1410.08
6.9442,23249.50,120020.96,37030.15,17731.58,5781.32
7.4382,18372.18,133797.10,138711.08,94870.54,680.02
7.9322,30012.49,109055.29,169617.13,117779.02,910.03
8.4262,20745.53,103638.69,80084.19,14998.28,360.01
8.9202,20475.13,114726.10,109315.90,15859.26,2170.19
9.4142,26294.95,100691.93,161165.67,10333.93,250.00
9.9082,21536.74,102656.36,169536.13,93410.47,1410.08
10.4022,26755.83,117058.12,139286.91,44091.53,5791.33
10.8962,19734.05,151542.09,39446.90,12916.14,1090.05
11.3902,19633.91,128736.69,54709.40,15178.49,2060.17
11.8842,20354.95,138278.56,810992.41,307393.32,15930.02
12.3782,22488.25,151377.80,101727.58,16099.55,380.01
12.8722,20655.40,105527.96,130177.67,16289.77,950.04
13.3662,17671.27,168968.20,58304.23,19473.97,200.00
13.8602,16810.20,135185.56,106846.46,23951.12,580.01
14.3542,21486.66,122997.06,42205.14,14697.96,650.02
14.8482,18011.71,107871.01,30163.28,19113.45,130.00
15.3423,17260.75,129216.14,88516.01,18602.74,7862.44
15.8363,22177.75,148521.94,114921.65,55151.87,1000.04
16.3303,20825.65,150038.25,74221.20,15348.68,1710.12
16.8243,15989.23,138543.70,42516.10,14657.91,840.03
17.3183,13686.76,139238.16,14597.80,20084.86,9133.30
17.8123,16650.01,187341.19,30985.12,18102.07,60.00
18.3063,14717.82,164603.30,3270.39,14467.71,240.00
18.8003,15708.91,153210.40,4250.66,19784.41,160.00
19.2943,15188.33,146424.66,20715.71,18973.26,1570.10
19.7883,15138.27,171689.05,8602.71,16820.42,500.01
20.2823,15508.68,145312.97,14027.20,17851.74,260.00
20.7763,15558.74,138531.08,14037.21,75660.38,390.01
21.2703,16099.36,112054.23,38764.96,18502.61,1290.07
21.7643,19563.81,130011.07,72652.80,16640.20,1300.07
22.2583,16409.72,179500.26,74000.00,37872.79,7162.03
22.7523,19213.32,110605.08,116676.43,8462.64,470.01
23.2463,19123.20,104671.45,60644.39,10594.13,240.00
23.7403,24131.01,73470.55,58715.99,9663.44,980.04
24.2344,25363.21,62453.86,241456.44,31205.85,870.03
24.7283,18472.32,134201.00,18642.72,7331.98,20.00
25.2224,15478.65,161985.01,8892.89,7291.96,60.00
25.7164,15268.41,140084.18,7792.22,6151.39,180.00
26.2104,16700.07,98161.26,52932.41,7151.88,220.00
26.7044,16489.81,110088.47,104387.55,10283.90,180.00
27.1984,22758.69,119403.13,194404.29,210429.33,20496.59
27.6924,69192.47,308634.06,1617767.16,726852.33,12275.95
28.1864,20745.53,115230.29,54347.96,22007.83,500.01
28.6804,19533.77,156686.71,34092.51,23380.13,470.01
29.1744,19303.45,165741.84,83564.96,201921.50,81531.93
29.6684,33350.12,198343.73,144035.81,534339.17,92396.24


          Printed:4/27/2018 10:07:26 PM
