D:\Data\McGill_Bone_A_03.b\009SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/27/2018 10:08:11 PM using Batch McGill_Bone_A_03.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5220,11975.18,37.50,75970.79,7021.82,1660.11
1.0160,16589.93,71648.48,50764.20,7832.26,3390.45
1.5100,16449.77,106825.41,252116.56,149944.03,3590.51
2.0041,18812.77,63609.13,103359.77,11965.27,1250.06
2.4981,19663.95,112747.35,88032.91,13977.20,24954.59
2.9921,16059.31,133872.83,141297.40,12966.19,46415.01
3.4861,16619.97,136006.08,63467.18,10003.69,2820.31
3.9801,16880.28,122517.81,44642.87,11394.78,1920.15
4.4741,21246.29,105238.25,85839.00,11935.25,1970.15
4.9681,21867.26,87187.75,93136.60,7121.87,2320.21
5.4621,24822.23,17936.68,74643.49,5641.17,4690.87
5.9561,53523.26,118192.74,94274.37,11364.76,1320.07
6.4501,24120.99,41763.26,65979.04,10974.44,4750.89
6.9441,42816.10,136713.04,215995.19,40891.53,2120.18
7.4381,18682.60,110164.06,47271.69,12896.13,1150.05
7.9321,19413.60,159253.41,221573.53,14477.72,2300.21
8.4261,22027.51,138430.07,28319.34,19473.97,2170.19
8.9201,19854.23,152313.03,60373.19,20545.54,2500.25
9.4141,22808.77,106422.30,107662.83,10864.35,5821.34
9.9081,25132.79,27878.20,45254.88,5751.22,920.03
10.4021,28248.79,73194.08,26225.16,10994.45,1000.04
10.8961,16940.36,96096.76,17961.81,13266.48,17321.85
11.3902,39656.72,182159.86,575499.09,343801.56,161069.06
11.8841,31866.63,120374.03,239044.55,137321.46,2190.19
12.3782,20645.38,162250.61,54900.16,18883.13,2510.25
12.8722,18001.70,155119.10,56707.53,17391.14,1600.10
13.3662,16479.80,148660.93,6771.68,16720.30,220.00
13.8602,16820.21,164502.10,10363.93,18272.30,370.01
14.3542,18382.20,167677.57,71064.47,20996.23,270.00
14.8482,17220.70,108236.37,20525.42,16850.46,1130.05
15.3422,17450.99,112810.37,93670.23,19133.48,270.00
15.8362,17020.46,104520.30,39015.67,17080.74,360.01
16.3302,17711.32,170183.04,56145.21,58536.00,780.02
16.8242,20835.67,131096.29,48375.55,15088.38,1030.04
17.3182,20745.53,162566.81,58093.33,17411.16,270.00
17.8122,17260.75,128509.57,58866.63,16920.54,1130.05
18.3062,17250.74,111903.01,59188.02,11855.18,3280.43
18.8002,18552.42,140740.82,349363.55,1191793.50,67771.08
19.2942,18652.56,137319.02,37391.13,26586.02,70.00
19.7882,16279.57,116906.84,13626.80,15068.36,340.00
20.2822,18712.64,95807.25,73979.90,21176.51,240.00
20.7762,18151.89,85879.56,37240.72,15548.90,460.01
21.2703,19694.00,97443.68,23810.74,17381.13,600.01
21.7642,17110.57,124876.37,79792.49,20205.03,1570.10
22.2583,19533.77,112142.45,64692.91,23209.84,640.02
22.7523,17701.31,152755.39,35385.80,23510.35,80.00
23.2463,15789.00,181007.30,44452.25,24121.42,660.02
23.7403,15789.00,157028.07,25463.72,24201.57,340.00
24.2343,17771.40,159152.25,176959.45,84130.04,420.01
24.7283,21076.03,96134.52,121558.76,28710.35,2430.23
25.2223,23429.81,102177.82,130359.39,20906.09,1060.04
25.7163,24932.43,115898.37,119460.36,12675.92,1030.04
26.2103,23069.20,127727.35,169050.15,16429.94,760.02
26.7043,23169.37,113566.54,158504.79,19363.81,1910.14
27.1983,21937.37,144706.63,89331.30,13176.40,530.01
27.6923,15688.88,175486.50,26996.66,11675.02,1300.07
28.1863,20565.26,188038.10,711477.72,368651.40,21438.15
28.6803,22388.09,103550.53,93932.02,18041.99,17151.62
29.1743,39105.15,80522.33,98997.63,71618.53,1200.06
29.6683,21226.26,59490.77,16459.92,9483.31,6831.84


          Printed:4/27/2018 10:08:44 PM
