D:\Data\McGill_Bone_A_03.b\001SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/27/2018 9:54:26 PM using Batch McGill_Bone_A_03.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5221,11384.68,0.00,150.00,470.01,270.00
1.0161,11875.09,1025.04,3780.52,630.01,190.00
1.5101,11024.39,2937.81,3590.47,870.03,70.00
2.0041,10954.33,6514.04,3300.40,960.03,20.00
2.4981,11754.99,4988.40,2420.21,970.03,120.00
2.9921,11544.81,6063.84,4450.73,1150.05,240.00
3.4861,11554.82,3975.57,5481.10,910.03,890.03
3.9801,11294.61,5588.63,7141.87,1140.05,1440.08
4.4741,12295.46,4338.18,7612.12,1440.08,1880.14
4.9681,11434.72,6376.48,7031.81,1180.05,210.00
5.4621,11164.50,3750.51,6151.39,940.03,380.01
5.9561,11875.09,5238.50,4200.65,2200.18,300.00
6.4502,12045.24,6251.42,3650.49,1660.10,210.00
6.9441,12135.32,4200.64,7562.09,1110.05,850.03
7.4382,11464.74,1462.58,6021.33,560.01,210.00
7.9322,12765.88,1437.58,2830.29,750.02,190.00
8.4262,12555.69,1812.62,2040.15,780.02,100.00
8.9202,11865.08,4700.80,4110.62,880.03,50.00
9.4142,12605.74,6889.22,2360.20,1720.11,680.02
9.9082,11514.79,7552.07,9753.48,1010.04,390.01
10.4022,12245.41,5488.59,11644.96,740.02,280.00
10.8962,12135.32,3075.34,3830.54,1420.07,450.01
11.3902,11494.77,5113.45,6021.33,2240.18,240.00
11.8842,11885.10,5726.19,5991.31,1920.14,200.00
12.3782,11514.79,5050.93,5060.94,920.03,150.00
12.8722,11775.01,5538.61,9573.35,1140.05,300.00
13.3662,11845.06,4613.27,2240.18,2890.31,20.00
13.8602,11404.69,5125.95,2090.16,3020.34,310.00
14.3542,11714.95,6639.10,6711.65,870.03,230.00
14.8482,11624.88,6013.81,11965.24,940.03,160.00
15.3422,12295.46,2937.81,11544.88,860.03,1140.05
15.8362,12865.98,3262.89,25163.17,2180.18,170.00
16.3302,11734.97,5276.01,7592.11,1510.08,70.00
16.8242,12045.24,5726.19,5130.96,1150.05,30.00
17.3183,12115.30,8239.97,4540.75,1840.12,320.00
17.8123,11624.88,6001.31,4740.82,1290.06,330.00
18.3063,12035.23,6964.26,2900.31,1190.05,110.00
18.8003,12565.70,4750.82,6661.62,880.03,310.00
19.2943,12595.73,3375.41,4560.76,1380.07,90.00
19.7883,11945.15,4313.18,8232.48,1340.07,190.00
20.2823,11915.12,6851.70,1970.14,1000.04,150.00
20.7763,11694.94,6851.70,1260.06,1000.04,20.00
21.2703,12135.32,7226.90,2400.21,930.03,100.00
21.7643,11454.74,8452.59,5511.11,880.03,20.00
22.2583,12025.22,5313.53,2530.23,1240.06,30.00
22.7523,11684.93,4275.66,10994.42,1100.04,190.00
23.2463,12005.20,4888.37,3670.49,980.04,550.01
23.7403,11514.79,5238.50,5511.11,770.02,390.01
24.2343,11795.02,7702.15,10804.27,1030.04,290.00
24.7283,12115.30,4275.66,8692.77,780.02,110.00
25.2223,12035.23,3713.00,6391.50,820.02,60.00
25.7163,11404.69,6464.02,3520.45,860.03,1060.04
26.2104,12005.20,6576.57,4780.84,820.02,190.00
26.7043,11915.12,6238.91,3740.51,1060.04,200.00
27.1984,12285.45,3075.34,6531.56,1080.04,400.01
27.6924,12185.36,5876.25,11785.08,1550.09,290.00
28.1864,11564.83,5688.68,3330.41,1580.09,90.00
28.6804,12175.35,8365.04,4650.79,780.02,60.00
29.1744,12015.21,3888.05,3050.34,910.03,140.00
29.6684,11795.02,1887.63,4530.75,980.04,320.00


          Printed:4/27/2018 10:03:32 PM
