D:\Data\McGill_Bone_A_03.b\003SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/27/2018 10:04:16 PM using Batch McGill_Bone_A_03.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5221,12035.23,37.50,130.00,350.00,0.00
1.0161,10824.23,2650.26,6521.56,660.02,50.00
1.5101,11915.12,2450.22,3370.42,640.02,260.00
2.0041,11564.83,4688.30,8662.75,900.03,10.00
2.4981,11775.01,1900.13,2310.20,840.03,70.00
2.9921,11865.08,2962.82,2990.33,670.02,100.00
3.4861,12495.64,2550.24,4160.63,840.03,20.00
3.9801,12805.92,5576.13,7191.89,500.01,30.00
4.4741,12025.22,3075.34,3380.42,1050.04,50.00
4.9681,11584.84,750.02,1370.07,410.01,10.00
5.4621,12055.25,1512.58,3020.33,780.02,30.00
5.9561,12465.61,4150.63,4250.66,820.02,50.00
6.4501,12025.22,3275.39,25243.32,690.02,50.00
6.9441,12185.36,3062.84,13686.86,1160.05,20.00
7.4381,12595.73,1875.13,7422.02,950.03,40.00
7.9321,12265.43,2175.17,23279.83,520.01,1080.05
8.4262,12145.32,2837.79,7952.32,940.03,960.04
8.9202,11925.13,5526.11,9403.24,990.04,100.00
9.4142,12145.32,4863.36,6791.69,1050.04,60.00
9.9082,12295.46,4638.28,6261.44,1020.04,10.00
10.4022,12485.63,2887.80,5891.27,750.02,60.00
10.8962,12365.52,3525.45,7442.03,1010.04,100.00
11.3902,11965.17,4175.63,7732.19,1120.05,60.00
11.8842,11865.08,3075.34,2930.31,710.02,20.00
12.3782,11875.09,4363.19,4210.65,810.02,90.00
12.8722,12205.38,5638.65,2790.28,830.03,160.00
13.3662,11704.95,5626.15,2020.15,1150.05,220.00
13.8602,11754.99,6426.50,1510.08,880.03,500.01
14.3542,11785.01,9315.65,2370.21,1020.04,300.00
14.8482,12045.24,7889.76,1900.13,1190.05,1600.10
15.3422,12765.88,6576.57,2150.17,850.03,50.00
15.8362,12745.86,4663.29,5451.09,2090.16,30.00
16.3302,12966.07,6013.81,13136.32,1640.10,40.00
16.8242,12545.68,4450.72,6171.39,630.01,0.00
17.3182,10974.35,3262.89,830.03,950.03,0.00
17.8123,12125.31,4700.80,820.02,1080.04,160.00
18.3063,11885.10,3775.52,33621.35,1150.05,130.00
18.8003,11544.81,6051.33,710.02,1080.04,140.00
19.2943,11364.66,5938.78,4240.66,920.03,410.01
19.7883,12305.47,8177.43,2390.21,1410.07,600.01
20.2823,11304.61,9265.62,2200.18,1160.05,140.00
20.7763,11785.01,7864.75,1360.07,780.02,110.00
21.2703,12095.28,8840.34,310.00,830.03,0.00
21.7643,11724.96,5538.61,520.01,840.03,50.00
22.2583,11444.73,2387.71,3580.47,670.02,60.00
22.7523,11925.13,3037.84,3720.51,880.03,30.00
23.2463,11424.71,1187.55,2370.21,690.02,90.00
23.7403,13686.76,6501.54,4880.87,1240.06,60.00
24.2343,12275.44,7539.56,4610.78,1250.06,70.00
24.7283,11955.16,5763.71,7341.97,860.03,160.00
25.2223,11324.63,7289.43,1990.15,790.02,100.00
25.7163,12295.46,9378.19,1120.05,710.02,50.00
26.2103,11194.52,5838.74,2930.31,880.03,30.00
26.7043,12855.97,8290.00,1400.07,970.03,10.00
27.1983,11154.49,8052.35,490.01,860.03,10.00
27.6923,12225.40,5426.07,340.00,870.03,0.00
28.1864,11344.65,9090.50,1130.05,720.02,180.00
28.6804,12265.43,5338.54,710.02,870.03,300.00
29.1744,11344.65,6226.41,2050.15,1120.05,170.00
29.6684,11634.89,8815.32,820.02,1200.05,140.00


          Printed:4/27/2018 10:04:49 PM
