D:\Data\McGill_Bone_A_03.b\005SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/27/2018 10:05:32 PM using Batch McGill_Bone_A_03.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5220,11664.91,0.00,180.00,320.00,310.00
1.0160,12015.21,2600.25,6121.37,780.02,290.00
1.5100,11424.71,1475.08,4800.84,480.01,90.00
2.0041,11855.07,2162.67,23820.76,1220.05,30.00
2.4981,12395.55,2075.16,5200.99,950.03,60.00
2.9921,11995.19,3788.02,4400.71,750.02,600.01
3.4861,11805.03,5951.29,2350.20,750.02,210.00
3.9801,11744.98,7201.88,2310.20,1120.05,450.01
4.4741,12115.30,7001.78,2080.16,1250.06,240.00
4.9681,11354.65,5601.14,2850.30,1300.06,420.01
5.4621,11434.72,7877.25,1320.06,1100.04,310.00
5.9561,11414.70,8064.86,720.02,5851.26,530.01
6.4501,11654.90,7201.88,3410.43,850.03,170.00
6.9441,11494.77,7064.31,4340.69,790.02,1000.04
7.4381,11915.12,8102.38,5401.07,1160.05,30.00
7.9321,11484.76,7414.50,940.03,1060.04,10.00
8.4261,11915.12,12067.79,300.00,920.03,0.00
8.9201,11264.58,6976.77,290.00,980.04,40.00
9.4141,11865.08,6764.16,270.00,830.03,20.00
9.9081,11104.45,5763.71,340.00,670.02,0.00
10.4021,11684.93,7226.90,400.01,930.03,40.00
10.8961,11614.87,3925.56,2690.27,1680.10,50.00
11.3902,11584.84,3838.04,520.01,550.01,30.00
11.8841,11224.55,5451.08,4800.84,900.03,70.00
12.3782,11835.06,4438.22,2940.32,1240.06,60.00
12.8722,11464.74,3775.52,5831.25,900.03,170.00
13.3662,12265.43,6726.64,3100.35,1130.05,40.00
13.8602,11564.83,4225.65,9413.24,1060.04,60.00
14.3542,12435.58,3500.45,23700.55,970.03,60.00
14.8482,12095.28,9853.53,5541.12,1260.06,0.00
15.3422,11935.14,5538.61,320.00,700.02,20.00
15.8362,11334.64,6626.59,400.01,890.03,80.00
16.3302,11704.95,8177.43,3310.40,1160.05,200.00
16.8242,11564.83,9991.12,55341.94,1760.11,790.02
17.3182,12035.23,6639.10,12385.62,1350.07,820.03
17.8122,11654.90,5763.71,8232.48,1230.06,790.02
18.3062,11484.76,6801.68,9713.45,1240.06,2440.24
18.8002,12055.25,6163.88,8412.59,1240.06,780.02
19.2942,11364.66,8952.91,1810.12,1170.05,140.00
19.7882,12485.63,6113.86,490.01,800.02,70.00
20.2822,12455.60,5913.77,960.03,950.03,0.00
20.7762,12435.58,10228.80,720.02,890.03,20.00
21.2703,11915.12,5913.77,640.02,960.03,0.00
21.7642,12135.32,4600.77,3030.34,740.02,10.00
22.2583,11574.84,2025.15,1410.07,550.01,10.00
22.7523,11775.01,1812.62,1490.08,880.03,0.00
23.2463,11825.05,3888.05,1190.05,850.03,40.00
23.7403,11754.99,3562.96,12856.05,930.03,100.00
24.2343,11664.91,5988.80,7101.85,1750.11,120.00
24.7283,11154.49,5751.20,2530.23,2070.16,30.00
25.2223,12065.25,11279.62,900.03,2230.18,100.00
25.7163,11754.99,9315.65,8232.48,1420.07,90.00
26.2103,11955.16,6413.99,31716.80,1390.07,190.00
26.7043,11304.61,7089.33,3430.43,1170.05,60.00
27.1983,11925.13,6489.03,7692.17,900.03,220.00
27.6923,12105.29,6126.36,8642.73,910.03,190.00
28.1863,12325.48,4800.84,10153.77,1150.05,50.00
28.6803,12205.38,2662.76,11214.60,1020.04,10.00
29.1743,12035.23,5701.18,10303.89,1460.08,320.00
29.6683,11875.09,6739.15,20705.69,1620.10,250.00


          Printed:4/27/2018 10:06:06 PM
