D:\Data\McGill_Bone_A_03.b\002SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/27/2018 10:03:37 PM using Batch McGill_Bone_A_03.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5220,11454.74,25.00,220.00,380.01,10.00
1.0160,10794.21,2412.71,2740.27,790.02,60.00
1.5100,11935.14,2900.31,3030.34,900.03,50.00
2.0041,11654.90,5363.54,2900.31,800.02,30.00
2.4980,11714.95,7326.95,4950.90,960.03,80.00
2.9921,11895.11,5826.23,2850.30,1250.06,50.00
3.4861,12956.06,6276.43,12515.73,1040.04,50.00
3.9801,26505.35,5976.30,5441.08,940.03,30.00
4.4741,11544.81,5388.55,5841.25,590.01,20.00
4.9681,11454.74,6213.90,2950.32,820.02,110.00
5.4621,12075.26,4075.60,2880.30,1260.06,400.01
5.9561,11905.12,4275.66,3300.40,1690.11,120.00
6.4501,12305.47,4738.32,5140.97,1160.05,320.00
6.9441,11795.02,3763.01,7021.81,820.02,40.00
7.4381,11244.56,3888.05,1370.07,630.01,40.00
7.9321,11484.76,5676.17,820.02,870.03,20.00
8.4261,11955.16,6764.16,5120.96,860.03,50.00
8.9201,11925.13,3487.94,5160.98,750.02,130.00
9.4141,12415.56,4875.86,2300.19,1170.05,150.00
9.9081,11945.15,3025.33,8172.44,780.02,120.00
10.4021,11965.17,1450.08,7992.34,550.01,270.00
10.8961,12145.32,1137.55,7151.87,680.02,240.00
11.3901,12505.65,1350.07,10053.70,690.02,30.00
11.8841,11865.08,4575.76,6451.52,880.03,50.00
12.3781,12465.61,2725.27,9743.48,1040.04,200.00
12.8722,12095.28,2250.18,8772.82,890.03,120.00
13.3662,12165.34,4138.12,6851.72,990.04,170.00
13.8602,11845.06,1900.13,5551.13,720.02,120.00
14.3542,12295.46,2487.72,9923.61,1650.10,20.00
14.8482,11344.65,3587.97,630.01,790.02,140.00
15.3422,11674.92,4338.18,3930.57,1510.08,390.01
15.8362,12275.44,6726.64,3450.44,1320.06,130.00
16.3302,11714.95,6751.65,2460.22,1080.04,80.00
16.8242,11654.90,3137.86,3070.35,890.03,180.00
17.3182,12575.71,3125.35,1140.05,1460.08,360.01
17.8122,11985.19,4313.18,11935.21,1660.10,50.00
18.3062,12295.46,5576.13,2360.20,720.02,30.00
18.8002,12185.36,7326.95,10984.42,1210.05,30.00
19.2942,12105.29,2250.18,3260.39,560.01,0.00
19.7882,12605.74,1362.57,2480.23,610.01,10.00
20.2822,12335.49,2050.15,2680.26,840.03,70.00
20.7762,12755.87,2525.23,4780.84,510.01,60.00
21.2702,11845.06,1950.14,5741.21,810.02,170.00
21.7642,12475.62,3575.46,10043.69,1170.05,260.00
22.2582,11935.14,6101.35,7552.09,1210.05,70.00
22.7523,11674.92,8952.91,5100.95,1150.05,220.00
23.2463,11324.63,7527.06,3120.36,1070.04,160.00
23.7403,11895.11,8177.43,7802.23,880.03,470.01
24.2343,11624.88,4350.69,7321.96,980.04,190.00
24.7283,11404.69,4275.66,9473.29,850.03,350.00
25.2223,12245.41,6451.51,4020.59,710.02,1010.04
25.7163,11564.83,6551.56,5451.09,1670.10,140.00
26.2103,11104.45,4238.15,2330.20,1050.04,330.00
26.7043,11855.07,9178.06,3160.37,1170.05,700.02
27.1983,11925.13,8264.98,1560.09,770.02,210.00
27.6923,11474.75,8665.23,4840.86,990.04,40.00
28.1863,11444.73,7552.07,610.01,1240.06,30.00
28.6803,11985.19,5401.06,1460.08,870.03,0.00
29.1743,11925.13,3575.46,7912.29,1350.07,50.00
29.6683,11264.58,2925.31,4210.65,690.02,20.00


          Printed:4/27/2018 10:04:10 PM
