D:\Data\McGill_4wk_ctl_femurhead.b\083SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/29/2018 10:56:47 AM using Batch McGill_4wk_ctl_femurhead.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5220,24110.98,0.00,3530.46,12175.46,20.00
1.0160,25713.86,68256.31,1740.11,6541.58,20.00
1.5100,26204.78,86269.48,1200.05,7442.04,0.00
2.0040,25994.38,126806.39,920.03,8122.43,40.00
2.4980,26555.44,127500.26,690.02,6331.48,0.00
2.9920,27507.30,121130.62,600.01,9113.06,0.00
3.4860,25763.95,126768.55,660.02,14057.28,0.00
3.9800,26585.50,127197.48,780.02,18422.50,10.00
4.4740,26555.44,133822.34,1260.06,13066.29,0.00
4.9680,26505.35,126755.94,980.04,17331.06,0.00
5.4620,26986.27,131954.43,790.02,11604.96,30.00
5.9560,26465.27,129720.86,850.03,9943.64,20.00
6.4500,26846.00,131096.29,690.02,11094.53,10.00
6.9440,27156.61,119743.56,1350.07,10844.33,0.00
7.4380,26184.74,124207.86,940.03,9633.42,50.00
7.9320,25142.81,113087.62,870.03,10223.85,0.00
8.4261,26325.00,125847.65,1130.05,11755.09,20.00
8.9200,26615.56,123135.79,2150.17,11004.46,0.00
9.4141,27046.39,114158.91,13786.96,9573.38,0.00
9.9081,26956.22,31661.37,34714.08,3430.43,0.00
10.4021,25222.96,4588.26,18612.68,1390.07,10.00
10.8961,25854.12,1525.08,26375.45,2310.20,0.00
11.3901,25453.38,21967.51,31957.36,4470.74,0.00
11.8841,26084.55,65028.24,31666.68,11705.05,0.00
12.3781,26565.46,124964.66,10413.97,13336.55,10.00
12.8721,26846.00,126983.01,3220.38,17551.34,10.00
13.3661,26976.25,121080.18,3250.39,16550.09,30.00
13.8601,25844.10,118205.35,1230.06,12635.88,0.00
14.3541,26325.00,123993.44,1390.07,15679.05,30.00
14.8481,26174.72,123337.59,1330.06,16349.85,40.00
15.3421,26335.02,112230.65,3550.46,23921.07,10.00
15.8361,26996.29,77505.09,15188.44,3730.51,0.00
16.3301,26515.37,5488.59,21056.23,1620.10,0.00
16.8241,25293.08,2975.32,27136.94,1290.06,0.00
17.3181,26435.21,1712.61,21587.05,690.02,0.00
17.8121,26304.97,2187.67,18963.16,670.02,0.00
18.3062,25904.21,1137.55,11114.52,1790.12,0.00
18.8001,27066.43,1912.63,15078.32,880.03,0.00
19.2942,26415.18,2787.78,22498.52,3800.53,10.00
19.7882,26765.85,71711.31,8292.52,19604.15,0.00
20.2822,27657.60,127411.94,940.03,19714.31,0.00
20.7762,26304.97,129102.58,1180.05,22178.11,0.00
21.2702,26134.64,122076.42,1400.07,17240.95,0.00
21.7642,26254.87,122934.00,900.03,18642.80,0.00
22.2582,26465.27,112444.90,820.02,15689.07,0.00
22.7522,26104.59,112734.76,820.02,13616.83,0.00
23.2462,26124.62,121698.09,580.01,14768.03,10.00
23.7402,25894.19,113138.04,730.02,15859.26,0.00
24.2342,26946.20,112684.34,830.03,21977.79,0.00
24.7282,26505.35,133355.35,1480.08,27347.53,0.00
25.2222,25783.99,139212.91,1060.04,27016.87,0.00
25.7162,27146.59,116616.88,870.03,19373.82,0.00
26.2102,27136.57,129695.62,9743.48,12545.80,10.00
26.7042,27537.36,16434.81,17721.49,2050.15,0.00
27.1982,27326.94,2087.66,20645.60,1820.12,0.00
27.6922,26795.91,1712.61,26746.17,1040.04,0.00
28.1862,28278.85,1912.63,20465.33,1220.05,0.00
28.6803,27427.14,1737.61,22358.29,1700.11,0.00
29.1743,27226.75,1925.13,31796.98,2200.18,0.00
29.6683,27847.98,1875.13,40851.02,1200.05,0.00
30.1623,27667.62,2487.72,59398.93,1260.06,0.00
30.6563,28559.43,2162.67,44823.46,1990.15,0.00
31.1503,27627.54,2275.19,38143.21,1570.09,0.00
31.6443,27797.88,2212.68,44833.49,1810.12,0.00
32.1383,27908.10,2262.69,41643.41,1590.09,0.00
32.6323,28379.06,25724.01,37040.18,8952.95,0.00
33.1263,27597.48,131550.60,3030.34,24872.78,0.00
33.6203,28529.36,152148.72,6251.43,19794.43,0.00
34.1143,27286.86,125229.56,15088.33,9423.27,40.00
34.6083,29521.44,79541.65,28449.61,13156.38,0.00
35.1023,29792.02,81490.50,30002.93,8312.55,0.00
35.5963,30052.58,93164.20,3120.36,2330.20,0.00
36.0903,26936.18,124788.06,3010.33,2270.19,0.00
36.5843,31034.75,92761.50,2690.27,1780.12,0.00
37.0783,30142.78,78435.33,2730.27,3920.57,10.00
37.5723,31124.95,129922.76,1060.04,2110.16,10.00
38.0663,30683.96,61662.80,1420.07,1200.05,0.00
38.5603,32588.31,83955.24,980.04,2130.17,10.00
39.0544,30563.70,105905.84,720.02,2230.18,20.00
39.5484,30724.05,142395.22,690.02,3400.43,30.00
40.0424,27998.28,76876.57,770.02,2150.17,10.00
40.5364,37089.61,55775.27,730.02,1360.07,0.00
41.0304,28920.18,34580.88,700.02,1480.08,0.00
41.5244,29651.72,98375.27,730.02,1960.14,0.00
42.0184,30122.73,120966.69,29421.67,3270.39,0.00
42.5124,34182.15,80974.97,530.01,990.04,0.00
43.0064,29020.38,18549.99,630.01,850.03,0.00
43.5004,30533.63,68972.36,880.03,2850.30,10.00
43.9944,32598.33,128799.77,670.02,3860.55,10.00
44.4884,31325.40,120184.89,1510.08,7191.91,20.00
44.9824,31315.38,128433.88,1070.04,43660.14,60.00
45.4764,30493.54,93164.20,29972.86,35747.03,70.00
45.9704,31565.94,22242.96,15168.42,4920.89,0.00
46.4644,31565.94,1775.11,2980.33,580.01,0.00
46.9584,29882.21,637.51,1090.04,480.01,0.00
47.4524,25503.47,337.50,300.00,240.00,0.00
47.9464,23910.63,125.00,2070.16,230.00,0.00
48.4404,24431.54,162.50,290.00,230.00,0.00
48.9345,24331.36,112.50,2040.15,730.02,0.00
49.4285,28018.32,550.01,3720.51,720.02,0.00
49.9225,30122.73,662.52,3480.44,780.02,0.00
50.4165,29812.06,937.53,3620.48,620.01,0.00
50.9105,29892.24,587.51,13456.63,860.03,0.00
51.4045,27707.70,912.53,6381.49,1060.04,0.00
51.8985,30202.91,1025.04,4470.73,920.03,0.00
52.3925,30343.21,925.03,4590.77,880.03,0.00
52.8865,28870.07,637.51,2140.17,730.02,0.00
53.3805,26856.02,925.03,8992.96,800.02,0.00
53.8745,25112.75,50.00,250.00,70.00,0.00


          Printed:4/29/2018 10:57:44 AM
