D:\Data\McGill_4wk_ctl_femurhead.b\037SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/29/2018 10:08:53 AM using Batch McGill_4wk_ctl_femurhead.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5221,24331.36,0.00,2720.27,310.00,20.00
1.0161,24631.89,250.00,280.00,300.00,0.00
1.5101,24281.27,237.50,330.00,420.01,0.00
2.0041,24872.32,725.02,610.01,640.02,0.00
2.4981,23870.56,475.01,370.00,590.01,0.00
2.9921,25242.99,787.52,590.01,700.02,0.00
3.4861,24371.43,575.01,430.01,350.00,0.00
3.9801,24491.65,675.02,530.01,470.01,0.00
4.4741,24070.91,812.52,540.01,200.00,0.00
4.9681,24441.55,362.50,520.01,330.00,0.00
5.4621,25653.75,450.01,470.01,250.00,0.00
5.9561,25022.59,600.01,580.01,350.00,0.00
6.4501,23680.23,475.01,500.01,1210.05,0.00
6.9441,24772.14,1012.54,16630.12,2510.23,0.00
7.4381,26835.98,1125.05,15208.47,1440.08,0.00
7.9321,25403.28,787.52,9403.24,850.03,0.00
8.4261,27066.43,787.52,23089.51,1120.05,0.00
8.9201,27577.44,900.03,16399.84,850.03,10.00
9.4142,26705.73,1850.12,114498.11,43309.01,110.00
9.9082,26134.64,92207.80,24582.11,47232.07,30.00
10.4022,27968.22,150859.66,2960.32,20755.86,10.00
10.8962,27817.92,139263.42,850.03,15809.21,0.00
11.3902,27767.82,138808.85,1590.09,17541.33,10.00
11.8842,28338.97,143367.73,1100.04,18052.00,0.00
12.3782,27888.06,142710.95,1160.05,22408.49,0.00
12.8722,27387.06,130679.87,2930.31,23780.82,0.00
13.3662,27717.72,121181.06,3210.38,32639.21,0.00
13.8602,26114.61,79390.78,16119.51,6501.56,10.00
14.3542,26946.20,4888.37,21186.43,1080.04,0.00
14.8482,27597.48,2250.18,26766.21,1190.05,0.00
15.3422,26685.69,2100.16,27998.68,1770.12,0.00
15.8362,26615.56,2187.67,40108.83,1690.11,0.00
16.3302,27998.28,1950.14,23259.80,1160.05,0.00
16.8242,26284.93,1750.11,22628.74,1200.05,0.00
17.3182,27236.76,2137.67,27397.46,1330.07,0.00
17.8122,27597.48,5838.74,37170.53,6781.69,0.00
18.3062,26525.39,80333.73,7742.19,23139.72,0.00
18.8002,27306.90,134478.69,1510.08,18272.30,0.00
19.2942,27587.46,130427.49,1320.06,16870.48,0.00
