D:\Data\McGill_4wk_ctl_femurhead.b\007SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/29/2018 9:37:39 AM using Batch McGill_4wk_ctl_femurhead.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5221,24491.65,12.50,140.00,210.00,0.00
1.0161,24070.91,37.50,100.00,100.00,0.00
1.5101,24491.65,0.00,90.00,180.00,0.00
2.0041,23570.05,0.00,170.00,190.00,20.00
2.4981,23730.32,125.00,140.00,170.00,0.00
2.9921,23189.40,12.50,250.00,170.00,0.00
3.4861,24992.54,25.00,150.00,140.00,0.00
3.9801,24030.84,75.00,150.00,190.00,10.00
4.4741,23600.10,50.00,110.00,190.00,0.00
4.9681,24221.17,62.50,100.00,160.00,0.00
5.4622,24291.29,325.00,300.00,130.00,0.00
5.9562,23730.32,75.00,150.00,180.00,0.00
6.4502,24681.98,75.00,170.00,120.00,0.00
6.9442,25283.06,50.00,310.00,220.00,10.00
7.4382,24040.85,112.50,330.00,240.00,10.00
7.9322,24281.27,175.00,210.00,220.00,40.00
8.4262,24271.25,162.50,8432.60,190.00,0.00
8.9202,24481.63,37.50,290.00,890.03,0.00
9.4142,24762.12,150.00,430.01,320.00,0.00
9.9082,25022.59,362.50,280.00,340.00,0.00
10.4022,23920.65,137.50,240.00,310.00,0.00
10.8962,23259.52,312.50,170.00,250.00,0.00
11.3902,24070.91,100.00,160.00,190.00,0.00
11.8842,23790.42,100.00,220.00,300.00,0.00
12.3782,25783.99,112.50,150.00,240.00,0.00
12.8722,24832.25,175.00,200.00,240.00,0.00
13.3662,24080.92,212.50,200.00,400.01,0.00
13.8602,25363.21,237.50,230.00,520.01,0.00
14.3542,24671.96,262.50,230.00,370.01,0.00
14.8482,23519.96,287.50,1230.06,1300.06,0.00
15.3422,26445.23,637.51,6181.40,3170.37,0.00
15.8363,28218.73,725.02,6421.51,3120.36,0.00
16.3303,30503.57,1075.04,4900.88,2180.18,10.00
16.8243,30824.27,1212.55,2960.32,1440.08,0.00
17.3183,29992.45,1662.60,10273.86,3860.55,10.00
17.8123,30072.63,1512.58,7902.29,11484.86,40.00
18.3063,32137.26,57620.34,41272.29,83063.49,60.00
18.8003,31896.70,127247.94,19113.37,102173.29,80.00
19.2943,29661.74,86319.80,6041.34,72533.37,60.00
19.7883,30082.65,84357.69,15488.78,93319.84,80.00
20.2823,30383.30,113856.42,1860.13,34213.08,10.00
20.7763,29070.49,88030.59,4460.73,65427.38,50.00
21.2703,31415.60,101699.29,1610.09,34082.76,40.00
21.7643,30363.26,124106.96,980.04,18532.65,30.00
22.2583,30062.60,103185.29,570.01,11975.28,20.00
22.7523,30273.06,109823.85,700.02,16409.92,0.00
23.2463,29912.28,79214.77,1590.09,4100.62,0.00
23.7403,30172.84,81088.14,1210.05,4410.72,10.00
24.2343,29591.59,103764.63,430.01,7251.94,0.00
24.7283,29030.40,44659.83,4020.59,5120.97,10.00
25.2223,28759.84,96977.91,740.02,7281.95,0.00
25.7164,30513.59,112633.93,3780.52,6441.53,10.00
26.2104,29711.85,54997.14,2710.27,6311.47,40.00
26.7044,30102.69,101951.15,720.02,18492.59,10.00
27.1984,30473.50,94108.10,1450.08,13116.34,20.00
27.6924,29000.34,112747.35,670.02,60595.02,60.00
28.1864,28489.28,56929.98,2480.23,32849.72,70.00
28.6804,31726.31,88659.60,16239.65,76806.80,90.00
29.1744,29731.89,38328.29,31716.80,39427.21,50.00
29.6684,31525.85,26926.31,30884.89,36930.19,70.00
30.1624,30974.61,48033.66,40169.01,31917.50,20.00
30.6564,30513.59,9778.47,11214.60,3670.50,10.00
31.1504,30263.04,1250.06,5180.98,1940.14,0.00
31.6444,31636.10,1050.04,1370.07,1000.04,10.00
32.1384,30804.23,1112.54,2370.21,1840.12,0.00
32.6324,31395.56,1900.13,3870.55,2870.30,10.00
33.1264,29290.95,850.03,3590.47,1950.14,0.00
33.6204,28308.91,475.01,1960.14,1030.04,0.00
34.1144,25152.83,300.00,400.01,380.01,0.00
34.6084,24361.42,2012.65,210.00,450.01,0.00
35.1024,24070.91,200.00,320.00,500.01,0.00
35.5965,24451.57,275.00,200.00,300.00,0.00
36.0905,24461.59,187.50,200.00,210.00,0.00
36.5845,24571.78,137.50,120.00,290.00,0.00
37.0785,24110.98,225.00,150.00,170.00,0.00
37.5725,23479.89,262.50,190.00,550.01,0.00
38.0665,23429.81,825.02,210.00,310.00,0.00
38.5605,23129.30,187.50,490.01,280.00,10.00
39.0545,23820.48,162.50,160.00,380.01,0.00
39.5485,24261.24,175.00,160.00,410.01,0.00
40.0425,24441.55,250.00,220.00,150.00,0.00
40.5365,24321.34,212.50,140.00,210.00,0.00
41.0305,24551.75,250.00,130.00,210.00,0.00
41.5245,24551.75,2487.72,340.00,260.00,20.00
42.0185,24972.50,137.50,390.01,300.00,0.00
42.5125,24451.57,75.00,210.00,160.00,0.00
43.0065,24601.84,137.50,120.00,240.00,0.00
43.5005,24231.19,237.50,140.00,200.00,0.00
43.9945,24772.14,62.50,120.00,240.00,0.00
44.4885,24231.19,187.50,130.00,240.00,0.00
44.9825,24040.85,87.50,100.00,340.00,0.00
45.4766,23910.63,50.00,130.00,170.00,0.00
45.9706,24802.20,112.50,210.00,270.00,0.00
46.4646,23990.77,175.00,400.01,230.00,0.00
46.9586,24411.50,187.50,260.00,280.00,0.00
47.4526,23880.58,100.00,130.00,260.00,0.00
47.9466,23249.50,100.00,140.00,220.00,0.00
48.4406,24141.03,62.50,130.00,220.00,0.00
48.9346,23700.27,37.50,160.00,170.00,0.00
49.4286,24211.15,37.50,180.00,200.00,0.00
49.9226,24732.07,25.00,60.00,200.00,0.00
50.4166,23770.39,50.00,100.00,270.00,0.00
50.9106,24251.22,37.50,330.00,230.00,0.00
51.4046,24050.87,62.50,490.01,100.00,0.00
51.8986,23740.34,25.00,220.00,150.00,0.00
52.3926,24261.24,25.00,450.01,230.00,0.00
52.8866,24712.04,187.50,230.00,130.00,0.00
53.3806,24702.02,25.00,610.01,140.00,10.00
53.8746,24591.82,25.00,80.00,60.00,0.00


          Printed:4/29/2018 9:38:36 AM
