D:\Data\McGill_4wk_ctl_femurhead.b\086SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/29/2018 10:59:54 AM using Batch McGill_4wk_ctl_femurhead.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5220,24671.96,0.00,2650.26,4670.80,70.00
1.0160,24872.32,81100.70,1050.04,5211.00,0.00
1.5100,25032.61,93441.07,930.03,6181.41,10.00
2.0040,26445.23,132547.60,1470.08,14167.39,0.00
2.4980,26415.18,126263.94,700.02,11234.65,0.00
2.9920,27346.98,140627.18,560.01,7902.30,0.00
3.4861,27126.55,129443.26,340.00,7982.35,0.00
3.9801,26385.12,129683.01,690.02,9213.13,20.00
4.4741,26415.18,135387.54,590.01,9623.41,0.00
4.9681,26775.87,128042.76,550.01,11314.72,10.00
5.4621,26886.08,120273.15,960.03,9213.13,0.00
5.9561,25242.99,106384.51,910.03,7812.25,10.00
6.4501,25242.99,124762.84,10934.38,9173.10,0.00
6.9441,26615.56,133367.96,1940.14,10363.96,10.00
7.4381,27256.80,125923.34,1220.05,13436.65,20.00
7.9321,26635.60,115532.80,1960.14,14657.91,0.00
8.4261,26405.16,134693.28,950.03,14417.66,0.00
8.9201,25533.53,111701.38,850.03,19113.45,0.00
9.4141,25653.75,122013.36,710.02,20024.77,0.00
9.9081,26475.29,110378.27,940.03,19494.00,0.00
10.4021,25593.63,109193.89,980.04,17341.08,0.00
10.8961,26505.35,121874.65,810.02,16189.65,10.00
11.3901,25613.67,112608.73,780.02,15989.42,10.00
11.8841,25944.29,113490.93,1070.04,18392.46,0.00
12.3781,26475.29,117297.65,1540.09,12455.72,0.00
12.8721,27777.84,132951.47,850.03,15248.56,10.00
13.3662,26966.23,115293.31,1200.05,15058.35,20.00
13.8602,25964.32,112482.71,990.04,16970.61,10.00
14.3542,27246.78,113440.52,1290.06,17831.71,10.00
14.8482,27046.39,115343.73,9453.27,16199.67,0.00
15.3422,25914.23,10203.78,22248.11,1510.08,0.00
15.8362,26946.20,2450.22,23971.03,2320.20,0.00
16.3302,26946.20,2100.16,25944.63,1730.11,10.00
16.8242,26555.44,2612.75,22728.90,1230.06,0.00
17.3182,26234.83,1525.08,19523.95,960.03,10.00
17.8122,26745.81,1975.14,21597.07,1520.09,10.00
18.3062,26164.70,53616.72,16419.87,15578.94,0.00
18.8002,26846.00,131209.88,1300.06,17391.14,0.00
