D:\Data\McGill_4wk_ctl_femurhead.b\003SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/29/2018 9:33:30 AM using Batch McGill_4wk_ctl_femurhead.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5221,24782.16,0.00,1580.09,580.01,0.00
1.0161,24301.31,25.00,460.01,320.00,0.00
1.5101,24281.27,25.00,230.00,230.00,60.00
2.0041,24201.13,412.51,640.02,180.00,0.00
2.4981,23990.77,250.00,320.00,240.00,0.00
2.9921,24451.57,137.50,260.00,170.00,0.00
3.4861,24271.25,312.50,600.01,380.01,10.00
3.9801,23960.72,437.51,380.01,380.01,0.00
4.4741,24421.52,187.50,440.01,450.01,0.00
4.9681,25403.28,287.50,400.01,330.00,110.00
5.4621,25383.25,225.00,310.00,180.00,0.00
5.9561,24952.47,412.51,290.00,400.01,10.00
6.4501,23840.51,1925.13,850.03,590.01,0.00
6.9441,25222.96,975.03,430.01,590.01,10.00
7.4381,23820.48,1200.05,330.00,520.01,0.00
7.9321,24902.38,1212.55,3080.35,760.02,0.00
8.4261,24772.14,1125.05,890.03,1120.05,0.00
8.9201,23760.37,975.03,480.01,790.02,40.00
9.4142,24651.93,1287.56,420.01,980.04,0.00
9.9082,24201.13,925.03,840.03,640.02,20.00
10.4022,24692.00,700.02,780.02,670.02,0.00
10.8962,25393.27,462.51,510.01,440.01,0.00
11.3902,25092.72,362.50,300.00,990.04,30.00
11.8842,25283.06,2912.81,690.02,730.02,0.00
12.3782,25253.01,762.52,930.03,570.01,0.00
12.8722,23780.40,950.03,550.01,590.01,10.00
13.3662,25313.12,1250.06,300.00,620.01,10.00
13.8602,23710.29,875.03,860.03,610.01,10.00
14.3542,25753.93,712.52,450.01,460.01,0.00
14.8482,24702.02,912.53,450.01,660.02,0.00
15.3422,25273.05,1337.56,560.01,630.01,0.00
15.8362,24992.54,1237.56,470.01,580.01,0.00
16.3302,24441.55,862.53,610.01,960.03,0.00
16.8242,24942.45,1487.58,610.01,720.02,0.00
17.3182,24020.82,1075.04,540.01,560.01,0.00
17.8122,25403.28,1112.54,910.03,900.03,0.00
18.3062,25162.85,687.52,500.01,780.02,0.00
18.8002,23570.05,1137.55,380.01,600.01,0.00
19.2942,24521.70,600.01,410.01,860.03,10.00
19.7883,25212.94,887.53,950.03,510.01,0.00
20.2823,23910.63,825.02,380.01,1150.05,0.00
20.7763,24521.70,1250.06,530.01,590.01,10.00
21.2703,24321.34,1000.04,1380.07,500.01,20.00
21.7643,25182.88,1350.07,1260.06,790.02,0.00
22.2583,24692.00,1437.58,470.01,400.01,0.00
22.7523,25283.06,787.52,450.01,300.00,10.00
23.2463,25623.69,1175.05,330.00,440.01,0.00
23.7403,25283.06,762.52,640.02,490.01,0.00
24.2343,24641.91,1000.04,450.01,500.01,0.00
24.7283,24601.84,787.52,780.02,390.01,0.00
25.2223,24982.52,1062.54,470.01,350.00,0.00
25.7163,24421.52,800.02,520.01,780.02,0.00
26.2103,25032.61,375.01,590.01,410.01,0.00
26.7043,24551.75,1462.58,420.01,700.02,0.00
27.1983,24301.31,1112.54,730.02,340.00,0.00
27.6923,24992.54,675.02,410.01,550.01,0.00
28.1863,24621.87,662.52,680.02,510.01,0.00
28.6803,25273.05,762.52,640.02,430.01,0.00
29.1743,24722.05,1162.55,810.02,880.03,0.00
29.6684,24521.70,562.51,1930.14,720.02,0.00
30.1624,24732.07,762.52,280.00,800.02,30.00
30.6564,24651.93,950.03,370.00,600.01,40.00
31.1504,24521.70,750.02,410.01,440.01,10.00
31.6444,24171.08,937.53,470.01,510.01,10.00
32.1384,23710.29,1075.04,610.01,420.01,10.00
32.6324,25763.95,487.51,310.00,530.01,0.00
33.1264,25202.92,412.51,370.00,670.02,0.00
33.6204,25172.86,412.51,490.01,390.01,0.00
34.1144,24852.28,487.51,440.01,710.02,10.00
34.6084,25533.53,862.53,210.00,390.01,0.00
35.1024,25874.15,1237.56,310.00,1010.04,10.00
35.5964,24651.93,875.03,260.00,540.01,0.00
36.0904,24661.95,562.51,180.00,490.01,0.00
36.5844,25092.72,637.51,310.00,470.01,0.00
37.0784,24171.08,400.01,1210.05,570.01,0.00
37.5724,24060.89,487.51,240.00,630.01,0.00
38.0664,25794.01,475.01,210.00,320.00,0.00
38.5604,25112.75,475.01,180.00,200.00,0.00
39.0544,24712.04,62.50,160.00,200.00,0.00
39.5485,24892.36,362.50,14217.40,360.00,0.00
40.0425,25042.63,437.51,210.00,350.00,0.00
40.5365,24151.05,325.00,270.00,240.00,0.00
41.0305,25783.99,250.00,150.00,360.00,0.00
41.5245,24171.08,250.00,170.00,290.00,0.00
42.0185,25703.84,175.00,190.00,320.00,0.00
42.5125,24802.20,200.00,1270.06,280.00,0.00
43.0065,24421.52,150.00,190.00,170.00,0.00
43.5005,23950.70,187.50,200.00,310.00,0.00
43.9945,25543.54,137.50,280.00,150.00,0.00
44.4885,25523.51,300.00,120.00,260.00,0.00
44.9825,25082.70,175.00,290.00,320.00,20.00
45.4765,24401.48,262.50,220.00,140.00,0.00
45.9705,24441.55,87.50,130.00,240.00,0.00
46.4645,24010.80,237.50,110.00,110.00,0.00
46.9585,24361.42,150.00,210.00,190.00,0.00
47.4525,23369.71,237.50,210.00,180.00,0.00
47.9465,24932.43,75.00,140.00,270.00,0.00
48.4405,24221.17,50.00,290.00,190.00,0.00
48.9345,24481.63,75.00,180.00,190.00,0.00
49.4286,24772.14,50.00,210.00,260.00,0.00
49.9226,24521.70,87.50,110.00,220.00,0.00
50.4166,24521.70,12.50,190.00,230.00,0.00
50.9106,23439.82,62.50,230.00,490.01,10.00
51.4046,24281.27,50.00,310.00,280.00,0.00
51.8986,24361.42,62.50,820.02,220.00,0.00
52.3926,25052.65,25.00,1440.08,350.00,0.00
52.8866,24942.45,87.50,310.00,210.00,0.00
53.3806,25323.14,25.00,1270.06,480.01,10.00
53.8746,24501.66,37.50,100.00,110.00,10.00


          Printed:4/29/2018 9:34:26 AM
