D:\Data\McGill_4wk_ctl_femurhead.b\009SMPL.d
Intensity Vs Time,CPS
Acquired      : 4/29/2018 9:39:44 AM using Batch McGill_4wk_ctl_femurhead.b
Time [Sec],S34,Ca43,Fe56,Zn66,W182
0.5221,24481.63,0.00,110.00,110.00,0.00
1.0161,26284.93,0.00,90.00,110.00,0.00
1.5101,25072.68,987.54,150.00,200.00,0.00
2.0041,24501.66,150.00,200.00,200.00,0.00
2.4981,23910.63,275.00,240.00,240.00,0.00
2.9921,24822.23,87.50,200.00,280.00,0.00
3.4861,24511.68,137.50,240.00,150.00,0.00
3.9801,23660.20,100.00,190.00,360.00,0.00
4.4741,24050.87,37.50,280.00,350.00,0.00
4.9681,24421.52,150.00,380.01,210.00,0.00
5.4621,24120.99,100.00,190.00,210.00,0.00
5.9562,23640.17,187.50,150.00,230.00,0.00
6.4502,24842.27,75.00,140.00,280.00,0.00
6.9442,24100.96,175.00,350.00,270.00,0.00
7.4382,25112.75,150.00,410.01,290.00,10.00
7.9322,24211.15,162.50,1900.13,3940.57,0.00
8.4262,25313.12,400.01,2920.31,2380.21,0.00
8.9202,24882.34,262.50,1860.13,870.03,0.00
9.4142,24161.06,350.00,160.00,260.00,0.00
9.9082,24060.89,487.51,260.00,220.00,0.00
10.4022,24882.34,262.50,280.00,380.01,0.00
10.8962,25082.70,512.51,230.00,510.01,0.00
11.3902,23760.37,187.50,210.00,360.00,0.00
11.8842,24251.22,337.50,280.00,380.01,0.00
12.3782,23770.39,412.51,190.00,510.01,0.00
12.8722,24832.25,600.01,2750.28,2510.23,170.00
13.3662,28629.57,925.03,4260.66,2560.24,0.00
13.8602,30373.28,1225.05,5221.00,1750.11,10.00
14.3542,30914.48,1587.59,3960.57,1370.07,0.00
14.8482,30413.37,4875.86,40750.72,36248.36,90.00
15.3422,31575.97,52424.64,24642.22,74443.68,100.00
15.8362,30433.41,111436.75,3900.56,54167.92,60.00
16.3302,30102.69,113881.63,880.03,30263.72,30.00
16.8243,30202.91,107631.64,2020.15,25073.15,40.00
17.3183,31966.86,89049.61,3820.53,11524.89,30.00
17.8123,30573.72,106044.40,850.03,9343.22,10.00
18.3063,29892.24,87099.69,1080.04,7712.19,10.00
18.8003,30573.72,88760.24,3820.53,1550.09,0.00
19.2943,27938.16,32463.24,2810.29,2300.19,0.00
19.7883,28228.75,33164.91,2520.23,1700.11,10.00
20.2823,28900.13,76486.91,840.03,2800.29,20.00
20.7763,30042.56,94800.32,760.02,3880.55,0.00
21.2703,30553.68,127967.06,1630.10,4630.79,0.00
21.7643,30944.54,120273.15,1200.05,2960.32,0.00
22.2583,28248.79,38955.04,1140.05,2320.20,0.00
22.7523,29822.08,86231.75,760.02,4070.61,0.00
23.2463,29361.10,78435.33,750.02,1420.07,0.00
23.7403,28549.41,95719.15,380.01,3210.38,0.00
24.2343,29842.13,56063.94,960.03,1060.04,0.00
24.7283,30002.47,97431.09,450.01,2880.31,10.00
25.2223,29551.51,111562.76,380.01,2400.21,10.00
25.7163,28318.93,93617.26,760.02,2960.32,0.00
26.2104,29641.70,65769.25,1440.08,1960.14,10.00
26.7044,29371.12,72628.60,1360.07,3380.42,10.00
27.1984,31636.10,86433.01,1990.15,2110.16,0.00
27.6924,30172.84,66208.85,840.03,3410.43,0.00
28.1864,29541.48,116364.77,1660.10,3060.35,0.00
28.6804,29130.61,25085.34,1130.05,1580.09,0.00
29.1744,30844.32,97443.68,700.02,12876.11,10.00
29.6684,29411.21,112646.54,810.02,6971.79,10.00
30.1624,30012.49,107581.25,820.02,21136.45,70.00
30.6564,30303.13,86533.64,3520.45,26896.64,10.00
31.1504,29992.45,91364.71,1610.09,56878.98,110.00
31.6444,31074.84,78196.48,8402.58,42185.48,90.00
32.1384,30864.36,80157.71,21216.47,39828.38,130.00
32.6324,31054.79,28629.74,34022.34,13516.73,30.00
33.1264,31676.20,4663.29,16499.96,2770.28,0.00
33.6204,31585.99,1487.58,3320.40,1470.08,10.00
34.1144,29671.76,1175.05,3450.44,1620.10,0.00
34.6084,31155.01,1300.06,3740.51,2250.19,0.00
35.1024,28549.41,775.02,3160.37,2580.25,0.00
35.5965,25703.84,487.51,2340.20,740.02,0.00
36.0905,25553.56,350.00,430.01,230.00,0.00
